step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_stopped;step_teleports;step_time;step_waiting
0;0;1623294568007;0;0;0;1;-1.00;-1.00;-1.00;-1.00;0;0;0;0.00;0
0;0;1623294568107;0;0;1;241;29.45;1.06;-1.00;1.00;1;0;0;1.00;0
0;0;1623294568207;0;0;1;241;28.84;1.04;-1.00;1.00;1;0;0;2.00;0
0;0;1623294568307;0;0;3;241;27.47;0.99;-1.00;1.00;3;0;0;3.00;0
0;0;1623294568407;0;0;5;241;28.06;1.01;-1.00;1.00;5;0;0;4.00;0
0;0;1623294568507;0;0;8;241;26.23;0.94;-1.00;1.00;8;0;0;5.00;0
0;0;1623294568607;0;0;10;241;24.25;0.87;-1.00;1.00;10;0;0;6.00;1
0;0;1623294568707;0;0;14;241;24.23;0.87;-1.00;1.07;14;0;0;7.00;0
0;0;1623294568807;0;0;14;241;23.13;0.83;-1.00;1.07;14;0;0;8.00;0
0;0;1623294568907;0;0;14;241;21.40;0.77;-1.00;1.07;14;0;0;9.00;0
0;0;1623294569007;0;0;14;241;19.69;0.71;-1.00;1.07;14;0;0;10.00;0
0;0;1623294569107;0;0;14;241;18.40;0.66;-1.00;1.07;14;0;0;11.00;0
0;0;1623294569206;0;0;15;241;18.39;0.66;-1.00;1.07;15;0;0;12.00;0
0;0;1623294569307;0;0;15;241;17.60;0.63;-1.00;1.07;15;0;0;13.00;0
0;0;1623294569407;0;1;15;241;16.95;0.61;-1.00;1.07;15;0;0;14.00;0
0;0;1623294569507;0;4;17;241;17.70;0.64;-1.00;1.06;17;0;0;15.00;1
0;0;1623294569607;0;4;18;241;17.93;0.65;-1.00;1.11;18;0;0;16.00;0
0;0;1623294569707;0;4;21;241;19.17;0.69;-1.00;1.10;21;0;0;17.00;0
0;0;1623294569807;0;4;21;241;18.95;0.68;-1.00;1.10;21;0;0;18.00;0
1;0;1623294569907;1;4;22;241;18.49;0.67;12.00;1.09;21;0;0;19.00;0
1;0;1623294570007;1;4;22;241;17.82;0.64;12.00;1.09;21;0;0;20.00;0
1;0;1623294570107;1;4;24;241;17.46;0.63;12.00;1.08;23;0;0;21.00;0
2;0;1623294570207;2;4;24;241;16.23;0.58;15.50;1.08;22;0;0;22.00;0
2;0;1623294570307;2;6;26;241;15.92;0.57;15.50;1.08;24;0;0;23.00;0
2;0;1623294570407;2;6;27;241;15.15;0.55;15.50;1.07;25;0;0;24.00;1
2;0;1623294570507;2;6;29;241;15.22;0.55;15.50;1.10;27;0;0;25.00;1
