timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
0.00;;;;;;;;;
1.00;83.07;63;695504114#1_0;5.10;0.00;29.45;DEFAULT_VEHTYPE;14.80;796.30
2.00;83.07;63;695504114#1_0;33.46;0.00;28.36;DEFAULT_VEHTYPE;42.97;799.72
3.00;349.83;283;-39368999#0_0;5.10;0.00;26.07;DEFAULT_VEHTYPE;225.99;522.82
3.00;83.07;63;695504114#1_0;62.49;0.00;29.03;DEFAULT_VEHTYPE;71.80;803.22
4.00;351.81;283;-39368999#0_1;30.94;0.00;25.84;DEFAULT_VEHTYPE;218.91;547.80
4.00;81.99;63;695504114#1_0;91.68;0.00;29.19;DEFAULT_VEHTYPE;100.77;806.88
5.00;351.81;283;-39368999#0_1;56.39;0.00;25.44;DEFAULT_VEHTYPE;215.29;573.00
5.00;261.79;519;695446624#0_0;5.10;0.00;13.71;DEFAULT_VEHTYPE;219.08;842.18
5.00;81.99;63;695504114#1_0;116.36;0.00;24.69;DEFAULT_VEHTYPE;125.22;810.32
6.00;351.81;283;-39368999#0_1;81.54;0.00;25.16;DEFAULT_VEHTYPE;211.70;597.91
6.00;261.82;519;695446624#0_1;18.53;0.00;13.43;DEFAULT_VEHTYPE;206.24;837.10
6.00;81.99;63;695504114#1_0;136.55;0.00;20.19;DEFAULT_VEHTYPE;145.22;813.13
7.00;352.92;283;-39368999#0_1;106.34;0.00;24.79;DEFAULT_VEHTYPE;208.56;622.51
7.00;261.83;519;:6530229491_0_2;3.44;0.00;8.93;DEFAULT_VEHTYPE;197.86;832.66
7.00;81.95;63;:6530229489_0_0;4.81;0.00;15.69;DEFAULT_VEHTYPE;160.76;815.32
8.00;352.88;283;-39368999#0_1;132.31;0.00;25.98;DEFAULT_VEHTYPE;205.34;648.30
8.00;253.80;519;:cluster_2991819236_420249033_4_0;3.44;0.00;8.92;DEFAULT_VEHTYPE;189.23;830.73
8.00;81.97;63;695504114#2_0;11.00;0.00;11.19;DEFAULT_VEHTYPE;171.86;816.89
9.00;352.88;283;-39368999#0_1;157.85;0.00;25.54;DEFAULT_VEHTYPE;202.18;673.65
9.00;236.42;519;:cluster_2991819236_420249033_4_0;7.86;0.00;4.42;DEFAULT_VEHTYPE;185.74;828.24
9.00;109.88;63;:cluster_2991819236_420249033_10_0;5.53;0.00;6.69;DEFAULT_VEHTYPE;177.97;815.44
10.00;352.74;283;-39368999#0_1;182.83;0.00;24.98;DEFAULT_VEHTYPE;199.07;698.44
10.00;200.38;519;:cluster_2991819236_420249033_20_0;4.96;0.00;6.80;DEFAULT_VEHTYPE;182.83;822.27
10.00;166.60;63;695429325#0_0;2.05;0.00;5.55;DEFAULT_VEHTYPE;179.46;810.20
11.00;352.74;283;-39368999#0_1;208.15;0.00;25.33;DEFAULT_VEHTYPE;195.87;723.57
11.00;179.19;519;:cluster_2991819236_420249033_20_0;13.48;0.00;8.53;DEFAULT_VEHTYPE;182.39;813.82
11.00;173.61;63;695429325#1_0;0.24;0.00;7.54;DEFAULT_VEHTYPE;180.29;802.80
12.00;349.83;245;-39368999#0_0;5.10;0.00;30.08;DEFAULT_VEHTYPE;225.99;522.82
12.00;353.63;283;-39368999#0_1;233.37;0.00;25.21;DEFAULT_VEHTYPE;192.78;748.61
12.00;173.61;519;695429325#0_1;8.25;0.00;9.48;DEFAULT_VEHTYPE;183.33;804.39
12.00;173.62;63;695429325#1_0;9.12;0.00;8.88;DEFAULT_VEHTYPE;181.27;793.97
13.00;351.81;245;-39368999#0_1;34.47;0.00;29.37;DEFAULT_VEHTYPE;218.41;551.29
13.00;353.63;283;-39368999#0_1;254.58;0.00;21.21;DEFAULT_VEHTYPE;190.43;769.70
13.00;173.62;519;695429325#1_1;9.78;0.00;10.88;DEFAULT_VEHTYPE;184.53;793.67
13.00;173.62;63;695429325#1_0;20.06;0.00;10.94;DEFAULT_VEHTYPE;182.49;783.10
14.00;351.81;245;-39368999#0_1;63.80;0.00;29.34;DEFAULT_VEHTYPE;214.23;580.34
14.00;353.62;283;-695429325#1_1;11.53;0.00;16.71;DEFAULT_VEHTYPE;188.57;786.32
14.00;173.62;519;695429325#1_1;22.38;0.00;12.60;DEFAULT_VEHTYPE;185.93;781.15
14.00;173.56;63;39368999#0_0;3.23;0.00;12.54;DEFAULT_VEHTYPE;183.89;770.64
15.00;352.51;245;-39368999#0_1;92.61;0.00;28.81;DEFAULT_VEHTYPE;210.15;608.87
15.00;353.62;283;-695429325#1_1;24.65;0.00;13.13;DEFAULT_VEHTYPE;187.11;799.36
15.00;173.64;519;39368999#0_1;7.80;0.00;14.79;DEFAULT_VEHTYPE;187.57;766.45
15.00;173.64;63;39368999#0_0;17.79;0.00;14.56;DEFAULT_VEHTYPE;185.50;756.16
16.00;352.88;245;-39368999#0_1;121.99;0.00;29.38;DEFAULT_VEHTYPE;206.62;638.05
16.00;353.61;283;-695429325#0_1;4.11;0.00;8.63;DEFAULT_VEHTYPE;186.16;807.83
16.00;173.64;519;39368999#0_1;25.08;0.00;17.28;DEFAULT_VEHTYPE;189.49;749.29
16.00;173.37;63;39368999#0_0;34.18;0.00;16.39;DEFAULT_VEHTYPE;187.34;739.87
17.00;352.88;245;-39368999#0_1;151.83;0.00;29.84;DEFAULT_VEHTYPE;202.92;667.66
17.00;353.61;283;-695429325#0_1;8.24;0.00;4.13;DEFAULT_VEHTYPE;185.70;811.93
17.00;172.75;519;39368999#0_1;44.23;0.00;19.15;DEFAULT_VEHTYPE;191.79;730.29
17.00;172.74;63;39368999#0_0;52.91;0.00;18.73;DEFAULT_VEHTYPE;189.71;721.28
17.00;83.07;88;695504114#1_0;5.10;0.00;28.62;DEFAULT_VEHTYPE;14.80;796.30
18.00;352.76;245;-39368999#0_1;180.77;0.00;28.94;DEFAULT_VEHTYPE;199.33;696.40
18.00;353.61;283;-695429325#0_1;8.25;0.00;0.01;DEFAULT_VEHTYPE;185.70;811.94
18.00;172.75;519;39368999#0_1;65.92;0.00;21.69;DEFAULT_VEHTYPE;194.53;708.77
18.00;172.74;63;39368999#0_0;74.16;0.00;21.25;DEFAULT_VEHTYPE;192.40;700.19
18.00;83.07;88;695504114#1_0;33.12;0.00;28.02;DEFAULT_VEHTYPE;42.63;799.68
19.00;352.74;245;-39368999#0_1;208.63;0.00;27.86;DEFAULT_VEHTYPE;195.81;724.05
19.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
19.00;172.92;519;39368999#0_1;89.83;0.00;23.91;DEFAULT_VEHTYPE;197.52;685.07
19.00;172.89;63;39368999#0_0;97.09;0.00;22.93;DEFAULT_VEHTYPE;195.26;677.43
19.00;172.31;747;-695446623#1_0;5.10;0.00;20.87;DEFAULT_VEHTYPE;167.70;900.43
19.00;83.07;88;695504114#1_0;61.37;0.00;28.25;DEFAULT_VEHTYPE;70.69;803.09
19.00;83.07;9;695504114#1_1;5.10;0.00;23.09;DEFAULT_VEHTYPE;14.41;799.48
20.00;353.63;245;-39368999#0_1;232.99;0.00;24.36;DEFAULT_VEHTYPE;192.83;748.24
20.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
20.00;261.79;412;695446624#0_0;5.10;0.00;24.61;DEFAULT_VEHTYPE;219.08;842.18
20.00;172.88;519;39368999#0_1;116.17;0.00;26.34;DEFAULT_VEHTYPE;200.78;658.94
20.00;172.89;63;39368999#0_0;122.38;0.00;25.28;DEFAULT_VEHTYPE;198.39;652.33
20.00;172.31;747;-695446623#1_1;25.40;0.00;20.30;DEFAULT_VEHTYPE;173.59;880.74
20.00;82.07;88;695504114#1_0;89.21;0.00;27.84;DEFAULT_VEHTYPE;98.32;806.54
20.00;83.07;9;695504114#1_0;27.77;0.00;22.67;DEFAULT_VEHTYPE;37.32;799.03
21.00;353.63;245;-39368999#0_1;252.85;0.00;19.86;DEFAULT_VEHTYPE;190.62;767.98
21.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
21.00;261.84;412;695446624#1_0;0.55;0.00;24.48;DEFAULT_VEHTYPE;194.85;838.69
21.00;172.88;519;39368999#0_1;143.88;0.00;27.71;DEFAULT_VEHTYPE;204.22;631.45
21.00;172.89;63;39368999#0_0;149.38;0.00;27.00;DEFAULT_VEHTYPE;201.73;625.52
21.00;172.31;747;-695446623#1_1;41.20;0.00;15.80;DEFAULT_VEHTYPE;175.70;865.08
21.00;81.99;88;695504114#1_0;113.49;0.00;24.28;DEFAULT_VEHTYPE;122.38;809.92
21.00;83.07;9;695504114#1_0;50.09;0.00;22.32;DEFAULT_VEHTYPE;59.48;801.73
22.00;353.62;245;-695429325#1_1;9.02;0.00;15.94;DEFAULT_VEHTYPE;188.85;783.82
22.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
22.00;261.72;412;:cluster_2991819236_420249033_1_0;21.15;0.00;24.52;DEFAULT_VEHTYPE;170.58;835.17
22.00;172.94;519;39368999#0_1;170.98;0.00;27.09;DEFAULT_VEHTYPE;207.47;604.56
22.00;171.51;63;39368999#0_0;177.85;0.00;28.47;DEFAULT_VEHTYPE;205.33;597.27
22.00;172.29;747;-695446623#0_1;2.65;0.00;11.92;DEFAULT_VEHTYPE;177.29;853.36
22.00;81.99;88;695504114#1_0;133.55;0.00;20.05;DEFAULT_VEHTYPE;142.25;812.72
22.00;83.07;9;695504114#1_0;72.76;0.00;22.67;DEFAULT_VEHTYPE;82.00;804.46
23.00;353.62;245;-695429325#1_1;20.45;0.00;11.44;DEFAULT_VEHTYPE;187.58;795.19
23.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
23.00;261.54;412;695490087#1_0;7.18;0.00;24.45;DEFAULT_VEHTYPE;146.39;831.57
23.00;171.81;519;39368999#0_1;197.12;0.00;26.14;DEFAULT_VEHTYPE;211.23;578.71
23.00;171.81;63;39368999#0_0;207.17;0.00;29.32;DEFAULT_VEHTYPE;209.50;568.24
23.00;172.28;747;-695446623#0_1;10.07;0.00;7.42;DEFAULT_VEHTYPE;178.28;846.01
23.00;81.98;88;:6530229489_0_0;1.67;0.00;15.55;DEFAULT_VEHTYPE;157.65;814.88
23.00;81.99;9;695504114#1_0;95.58;0.00;22.82;DEFAULT_VEHTYPE;104.64;807.42
24.00;353.62;245;-695429325#1_1;27.39;0.00;6.94;DEFAULT_VEHTYPE;186.81;802.08
24.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
24.00;349.83;391;-39368999#0_0;5.10;0.00;26.05;DEFAULT_VEHTYPE;225.99;522.82
24.00;261.54;412;695490087#1_0;30.50;0.00;23.32;DEFAULT_VEHTYPE;123.34;828.15
24.00;171.81;519;39368999#0_1;218.76;0.00;21.64;DEFAULT_VEHTYPE;214.31;557.29
24.00;171.81;63;39368999#0_0;235.61;0.00;28.44;DEFAULT_VEHTYPE;213.56;540.07
24.00;172.28;747;-695446623#0_1;12.99;0.00;2.92;DEFAULT_VEHTYPE;178.68;843.11
24.00;81.97;88;695504114#2_0;7.72;0.00;11.05;DEFAULT_VEHTYPE;168.61;816.43
24.00;81.99;9;695504114#1_0;116.68;0.00;21.10;DEFAULT_VEHTYPE;125.54;810.36
25.00;353.62;245;-695429325#0_1;0.65;0.00;2.44;DEFAULT_VEHTYPE;186.55;804.40
25.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
25.00;351.81;391;-39368999#0_0;30.63;0.00;25.53;DEFAULT_VEHTYPE;222.11;548.03
25.00;261.54;412;695490087#1_0;54.17;0.00;23.67;DEFAULT_VEHTYPE;99.94;824.67
25.00;171.81;519;39368999#0_1;235.94;0.00;17.18;DEFAULT_VEHTYPE;216.76;540.30
25.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
25.00;85.47;88;:cluster_2991819236_420249033_10_0;2.12;0.00;6.55;DEFAULT_VEHTYPE;175.12;817.04
25.00;81.99;9;695504114#1_0;133.44;0.00;16.76;DEFAULT_VEHTYPE;142.14;812.70
26.00;353.62;245;-695429325#0_1;0.71;0.00;0.06;DEFAULT_VEHTYPE;186.54;804.46
26.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
26.00;351.81;391;-39368999#0_0;55.59;0.00;24.96;DEFAULT_VEHTYPE;218.56;572.73
26.00;262.85;412;695490087#1_0;78.15;0.00;23.98;DEFAULT_VEHTYPE;76.19;821.49
26.00;171.41;519;39368999#0_1;248.62;0.00;12.68;DEFAULT_VEHTYPE;218.60;527.76
26.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
26.00;140.68;88;:cluster_2991819236_420249033_10_0;8.05;0.00;5.93;DEFAULT_VEHTYPE;178.98;813.19
26.00;81.99;9;695504114#1_0;146.53;0.00;13.09;DEFAULT_VEHTYPE;155.11;814.52
27.00;353.62;245;-695429325#0_1;0.73;0.00;0.02;DEFAULT_VEHTYPE;186.54;804.48
27.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
27.00;351.81;391;-39368999#0_0;80.63;0.00;25.05;DEFAULT_VEHTYPE;214.99;597.51
27.00;262.85;412;695490087#1_0;102.07;0.00;23.92;DEFAULT_VEHTYPE;52.47;818.51
27.00;169.82;519;39368999#0_1;256.80;0.00;8.18;DEFAULT_VEHTYPE;220.04;519.71
27.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
27.00;173.61;88;695429325#0_0;5.08;0.00;6.07;DEFAULT_VEHTYPE;179.80;807.18
27.00;81.97;9;695504114#2_0;5.24;0.00;11.14;DEFAULT_VEHTYPE;166.15;816.08
28.00;353.62;245;-695429325#0_1;0.75;0.00;0.01;DEFAULT_VEHTYPE;186.54;804.49
28.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
28.00;352.97;391;-39368999#0_0;105.85;0.00;25.22;DEFAULT_VEHTYPE;211.79;622.51
28.00;165.99;519;:1333361924_5_0;0.59;0.00;3.68;DEFAULT_VEHTYPE;221.00;516.24
28.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
28.00;173.62;88;695429325#1_0;3.29;0.00;7.56;DEFAULT_VEHTYPE;180.63;799.77
28.00;81.97;9;695504114#2_0;11.88;0.00;6.64;DEFAULT_VEHTYPE;172.73;817.01
29.00;353.62;245;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
29.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
29.00;352.88;391;-39368999#0_0;130.73;0.00;24.87;DEFAULT_VEHTYPE;208.70;647.18
29.00;135.56;519;:1333361924_7_0;0.69;0.00;2.44;DEFAULT_VEHTYPE;223.00;515.79
29.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
29.00;173.62;88;695429325#1_0;12.71;0.00;9.42;DEFAULT_VEHTYPE;181.67;790.40
29.00;105.13;9;:cluster_2991819236_420249033_10_0;5.08;0.00;5.35;DEFAULT_VEHTYPE;177.70;815.80
30.00;353.62;245;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
30.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
30.00;352.88;391;-39368999#0_0;155.89;0.00;25.16;DEFAULT_VEHTYPE;205.59;672.14
30.00;42.76;519;-39368999#0_1;1.25;0.00;2.90;DEFAULT_VEHTYPE;223.52;518.46
30.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
30.00;173.62;88;695429325#1_0;24.67;0.00;11.95;DEFAULT_VEHTYPE;183.00;778.52
30.00;156.74;9;695429325#0_0;0.48;0.00;4.44;DEFAULT_VEHTYPE;179.28;811.75
31.00;353.62;245;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
31.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
31.00;352.76;391;-39368999#0_0;180.78;0.00;24.89;DEFAULT_VEHTYPE;202.50;696.82
31.00;349.83;519;-39368999#0_1;5.57;0.00;4.31;DEFAULT_VEHTYPE;222.76;522.71
31.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
31.00;173.64;88;39368999#0_0;9.01;0.00;13.71;DEFAULT_VEHTYPE;184.53;764.89
31.00;173.61;9;695429325#0_0;6.93;0.00;6.45;DEFAULT_VEHTYPE;180.00;805.35
32.00;353.62;245;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
32.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
32.00;352.75;391;-39368999#0_0;206.19;0.00;25.41;DEFAULT_VEHTYPE;199.29;722.02
32.00;349.83;519;-39368999#0_1;11.21;0.00;5.65;DEFAULT_VEHTYPE;221.76;528.27
32.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
32.00;173.64;88;39368999#0_0;24.08;0.00;15.07;DEFAULT_VEHTYPE;186.20;749.90
32.00;173.62;9;695429325#1_0;5.51;0.00;7.93;DEFAULT_VEHTYPE;180.87;797.57
33.00;353.62;245;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
33.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
33.00;353.33;391;-39368999#0_0;230.11;0.00;23.92;DEFAULT_VEHTYPE;196.33;745.74
33.00;351.81;519;-39368999#0_1;18.43;0.00;7.22;DEFAULT_VEHTYPE;220.70;535.42
33.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
33.00;172.74;88;39368999#0_0;40.75;0.00;16.67;DEFAULT_VEHTYPE;188.17;733.34
33.00;173.62;9;695429325#1_0;15.21;0.00;9.70;DEFAULT_VEHTYPE;181.95;787.92
34.00;353.62;245;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
34.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
34.00;353.63;391;-39368999#0_0;249.52;0.00;19.42;DEFAULT_VEHTYPE;194.17;765.03
34.00;351.81;519;-39368999#0_1;27.39;0.00;8.96;DEFAULT_VEHTYPE;219.42;544.29
34.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
34.00;172.74;88;39368999#0_0;59.45;0.00;18.69;DEFAULT_VEHTYPE;190.54;714.79
34.00;173.62;9;695429325#1_1;26.79;0.00;11.58;DEFAULT_VEHTYPE;186.42;776.77
35.00;353.62;245;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
35.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
35.00;353.55;391;-695429325#1_0;4.67;0.00;14.92;DEFAULT_VEHTYPE;192.51;779.85
35.00;351.81;519;-39368999#0_1;38.60;0.00;11.21;DEFAULT_VEHTYPE;217.82;555.39
35.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
35.00;172.74;88;39368999#0_0;80.07;0.00;20.63;DEFAULT_VEHTYPE;193.14;694.32
35.00;173.64;9;39368999#0_1;10.45;0.00;13.03;DEFAULT_VEHTYPE;187.87;763.82
36.00;353.62;245;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
36.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
36.00;353.62;391;-695429325#1_0;18.45;0.00;13.78;DEFAULT_VEHTYPE;190.98;793.54
36.00;351.81;519;-39368999#0_1;51.34;0.00;12.73;DEFAULT_VEHTYPE;216.01;568.00
36.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
36.00;172.89;88;39368999#0_0;102.37;0.00;22.30;DEFAULT_VEHTYPE;195.91;672.19
36.00;173.64;9;39368999#0_1;25.09;0.00;14.65;DEFAULT_VEHTYPE;189.49;749.27
37.00;83.07;198;695504114#1_0;5.10;0.00;23.81;DEFAULT_VEHTYPE;14.80;796.30
37.00;353.62;245;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
37.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
37.00;353.62;391;-695429325#1_0;28.35;0.00;9.90;DEFAULT_VEHTYPE;189.88;803.38
37.00;351.81;519;-39368999#0_1;66.41;0.00;15.08;DEFAULT_VEHTYPE;213.86;582.92
37.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
37.00;172.89;88;39368999#0_0;126.95;0.00;24.58;DEFAULT_VEHTYPE;198.95;647.78
37.00;172.75;9;39368999#0_1;42.28;0.00;17.19;DEFAULT_VEHTYPE;191.54;732.22
38.00;83.07;198;695504114#1_1;28.71;0.00;23.61;DEFAULT_VEHTYPE;37.85;802.32
38.00;353.62;245;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
38.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
38.00;353.61;391;-695429325#0_0;5.90;0.00;6.73;DEFAULT_VEHTYPE;189.14;809.97
38.00;351.80;519;-39368999#0_1;82.97;0.00;16.56;DEFAULT_VEHTYPE;211.49;599.32
38.00;261.79;526;695446624#0_0;5.10;0.00;13.71;DEFAULT_VEHTYPE;219.08;842.18
38.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
38.00;172.89;88;39368999#0_0;153.39;0.00;26.43;DEFAULT_VEHTYPE;202.23;621.54
38.00;172.75;9;39368999#0_1;61.73;0.00;19.45;DEFAULT_VEHTYPE;194.00;712.93
39.00;83.08;198;695504114#1_2;52.09;0.00;23.38;DEFAULT_VEHTYPE;60.65;808.32
39.00;353.62;245;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
39.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
39.00;353.61;391;-695429325#0_0;8.13;0.00;2.23;DEFAULT_VEHTYPE;188.89;812.19
39.00;353.60;519;-39368999#0_0;101.20;0.00;18.23;DEFAULT_VEHTYPE;212.36;617.89
39.00;261.82;526;695446624#0_1;17.94;0.00;12.84;DEFAULT_VEHTYPE;206.83;837.19
39.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
39.00;171.75;88;39368999#0_0;181.04;0.00;27.66;DEFAULT_VEHTYPE;205.78;594.11
39.00;172.74;9;39368999#0_1;83.09;0.00;21.37;DEFAULT_VEHTYPE;196.69;691.75
40.00;83.07;142;695504114#1_0;5.10;0.00;28.51;DEFAULT_VEHTYPE;14.80;796.30
40.00;83.08;198;695504114#1_2;74.84;0.00;22.75;DEFAULT_VEHTYPE;83.23;811.06
40.00;353.62;245;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
40.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
40.00;353.61;391;-695429325#0_0;8.23;0.00;0.10;DEFAULT_VEHTYPE;188.88;812.29
40.00;352.88;519;-39368999#0_0;121.59;0.00;20.39;DEFAULT_VEHTYPE;209.84;638.11
40.00;261.83;526;:6530229491_0_2;2.32;0.00;8.41;DEFAULT_VEHTYPE;198.96;832.82
40.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
40.00;171.81;88;39368999#0_0;208.48;0.00;27.44;DEFAULT_VEHTYPE;209.69;566.94
40.00;172.88;9;39368999#0_1;105.91;0.00;22.81;DEFAULT_VEHTYPE;199.51;669.12
41.00;83.07;142;695504114#1_0;33.07;0.00;27.97;DEFAULT_VEHTYPE;42.58;799.67
41.00;81.98;198;695504114#1_2;97.45;0.00;22.61;DEFAULT_VEHTYPE;105.63;814.02
41.00;353.62;245;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
41.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
41.00;353.61;391;-695429325#0_0;8.24;0.00;0.01;DEFAULT_VEHTYPE;188.88;812.30
41.00;352.88;519;-39368999#0_0;143.37;0.00;21.78;DEFAULT_VEHTYPE;207.14;659.72
41.00;261.84;526;695446624#1_2;1.23;0.00;3.91;DEFAULT_VEHTYPE;195.11;832.27
41.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
41.00;171.81;88;39368999#0_0;236.99;0.00;28.51;DEFAULT_VEHTYPE;213.75;538.70
41.00;172.88;9;39368999#0_1;128.70;0.00;22.80;DEFAULT_VEHTYPE;202.34;646.51
42.00;83.07;142;695504114#1_0;60.46;0.00;27.39;DEFAULT_VEHTYPE;69.79;802.98
42.00;81.98;198;695504114#1_2;119.12;0.00;21.67;DEFAULT_VEHTYPE;127.08;817.04
42.00;353.62;245;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
42.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
42.00;353.61;391;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
42.00;352.88;519;-39368999#0_0;166.49;0.00;23.12;DEFAULT_VEHTYPE;204.27;682.65
42.00;261.84;526;695446624#1_2;2.87;0.00;1.64;DEFAULT_VEHTYPE;193.50;832.04
42.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
42.00;172.88;9;39368999#0_1;150.96;0.00;22.26;DEFAULT_VEHTYPE;205.09;624.43
43.00;82.30;142;695504114#1_0;88.12;0.00;27.66;DEFAULT_VEHTYPE;97.25;806.38
43.00;81.98;198;695504114#1_2;136.29;0.00;17.17;DEFAULT_VEHTYPE;144.07;819.44
43.00;353.62;245;-695429325#0_1;0.75;0.00;0.00;DEFAULT_VEHTYPE;186.54;804.49
43.00;353.61;283;-695429325#0_1;8.25;0.00;0.00;DEFAULT_VEHTYPE;185.70;811.95
43.00;353.61;391;-695429325#0_0;8.25;0.00;0.00;DEFAULT_VEHTYPE;188.88;812.30
43.00;352.75;519;-39368999#0_0;191.93;0.00;25.45;DEFAULT_VEHTYPE;201.09;707.88
43.00;261.84;526;695446624#1_2;2.90;0.00;0.03;DEFAULT_VEHTYPE;193.47;832.03
43.00;172.28;747;-695446623#0_1;12.99;0.00;0.00;DEFAULT_VEHTYPE;178.68;843.11
43.00;171.81;9;39368999#0_1;173.53;0.00;22.57;DEFAULT_VEHTYPE;207.85;602.04
44.00;81.99;142;695504114#1_0;111.28;0.00;23.16;DEFAULT_VEHTYPE;120.19;809.61
44.00;81.98;198;:6530229489_0_2;1.55;0.00;12.70;DEFAULT_VEHTYPE;156.64;821.21
