timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
959.00;353.62;12;-695429325#1_1;15.53;0.00;14.79;DEFAULT_VEHTYPE;188.12;790.29
959.00;261.55;16;695490087#1_2;27.23;0.00;15.55;DEFAULT_VEHTYPE;127.48;822.29
959.00;346.56;212;:cluster_2991819236_420249033_8_0;8.17;0.00;3.82;DEFAULT_VEHTYPE;183.76;820.89
959.00;353.63;265;-39368999#0_1;241.13;0.00;20.12;DEFAULT_VEHTYPE;191.92;756.32
959.00;173.62;267;695429325#1_1;10.00;0.00;7.80;DEFAULT_VEHTYPE;184.55;793.46
959.00;172.74;292;39368999#0_1;81.26;0.00;22.47;DEFAULT_VEHTYPE;196.46;693.56
959.00;352.88;328;-39368999#0_0;113.69;0.00;27.35;DEFAULT_VEHTYPE;210.82;630.29
959.00;352.88;372;-39368999#0_0;147.09;0.00;28.53;DEFAULT_VEHTYPE;206.68;663.41
959.00;352.31;389;695446623#1_0;23.07;0.00;21.36;DEFAULT_VEHTYPE;180.19;879.70
959.00;59.36;40;-39368999#0_1;0.75;0.00;2.99;DEFAULT_VEHTYPE;223.61;517.97
959.00;169.82;491;39368999#0_1;253.82;0.00;4.31;DEFAULT_VEHTYPE;219.52;522.64
959.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
959.00;272.64;580;:cluster_2991819236_420249033_0_0;3.59;0.00;3.72;DEFAULT_VEHTYPE;187.97;838.64
959.00;261.80;587;695446624#1_1;3.35;0.00;4.76;DEFAULT_VEHTYPE;192.54;835.13
959.00;172.74;676;39368999#0_0;46.87;0.00;20.99;DEFAULT_VEHTYPE;188.94;727.27
959.00;83.07;86;695504114#1_0;36.66;0.00;31.56;DEFAULT_VEHTYPE;46.14;800.11
960.00;353.62;12;-695429325#1_1;27.58;0.00;12.05;DEFAULT_VEHTYPE;186.79;802.27
960.00;261.55;16;695490087#1_2;44.49;0.00;17.27;DEFAULT_VEHTYPE;110.39;819.75
960.00;330.56;212;:cluster_2991819236_420249033_21_0;3.26;0.00;5.21;DEFAULT_VEHTYPE;181.20;825.43
960.00;353.63;265;-39368999#0_1;258.10;0.00;16.98;DEFAULT_VEHTYPE;190.04;773.20
960.00;173.62;267;695429325#1_1;20.29;0.00;10.29;DEFAULT_VEHTYPE;185.69;783.23
960.00;172.88;292;39368999#0_1;105.16;0.00;23.90;DEFAULT_VEHTYPE;199.42;669.86
960.00;352.88;328;-39368999#0_0;140.68;0.00;26.98;DEFAULT_VEHTYPE;207.47;657.05
960.00;352.93;372;-39368999#0_0;175.41;0.00;28.32;DEFAULT_VEHTYPE;203.17;691.50
960.00;352.31;389;695446623#1_0;46.09;0.00;23.02;DEFAULT_VEHTYPE;177.11;902.51
960.00;349.83;40;-39368999#0_1;5.41;0.00;4.66;DEFAULT_VEHTYPE;222.78;522.56
960.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
960.00;336.50;580;695446623#0_0;0.64;0.00;6.09;DEFAULT_VEHTYPE;185.07;843.60
960.00;261.86;587;695446624#1_0;3.62;0.00;0.26;DEFAULT_VEHTYPE;191.78;838.25
960.00;172.74;676;39368999#0_0;70.09;0.00;23.21;DEFAULT_VEHTYPE;191.88;704.24
960.00;83.07;86;695504114#1_0;67.38;0.00;30.73;DEFAULT_VEHTYPE;76.66;803.81
961.00;353.61;12;-695429325#0_1;8.23;0.00;9.83;DEFAULT_VEHTYPE;185.70;811.93
961.00;261.86;16;695490087#1_2;64.29;0.00;19.80;DEFAULT_VEHTYPE;90.79;816.87
961.00;289.55;212;:cluster_2991819236_420249033_21_0;10.92;0.00;7.66;DEFAULT_VEHTYPE;174.54;828.62
961.00;353.62;265;-695429325#1_1;12.81;0.00;14.48;DEFAULT_VEHTYPE;188.43;787.59
961.00;173.56;267;39368999#0_1;3.54;0.00;12.62;DEFAULT_VEHTYPE;187.10;770.68
961.00;172.88;292;39368999#0_1;131.49;0.00;26.33;DEFAULT_VEHTYPE;202.68;643.74
961.00;352.90;328;-39368999#0_0;168.42;0.00;27.74;DEFAULT_VEHTYPE;204.04;684.56
961.00;352.75;372;-39368999#0_0;203.07;0.00;27.66;DEFAULT_VEHTYPE;199.69;718.93
961.00;349.91;40;-39368999#0_1;12.44;0.00;7.03;DEFAULT_VEHTYPE;221.55;529.48
961.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
961.00;352.32;580;695446623#0_0;8.61;0.00;7.98;DEFAULT_VEHTYPE;184.00;851.51
961.00;265.80;587;:cluster_2991819236_420249033_0_0;2.43;0.00;2.73;DEFAULT_VEHTYPE;189.05;838.21
961.00;172.91;676;39368999#0_0;94.60;0.00;24.51;DEFAULT_VEHTYPE;194.95;679.91
961.00;81.99;86;695504114#1_0;93.99;0.00;26.60;DEFAULT_VEHTYPE;103.05;807.20
962.00;347.85;12;:cluster_2991819236_420249033_8_0;6.22;0.00;7.24;DEFAULT_VEHTYPE;184.28;819.02
962.00;262.84;16;695490087#1_2;85.96;0.00;21.67;DEFAULT_VEHTYPE;69.28;814.17
962.00;261.57;212;695490087#0_2;6.56;0.00;9.84;DEFAULT_VEHTYPE;164.77;827.84
962.00;353.62;265;-695429325#1_1;24.42;0.00;11.61;DEFAULT_VEHTYPE;187.14;799.13
962.00;173.64;267;39368999#0_1;18.30;0.00;14.76;DEFAULT_VEHTYPE;188.74;756.02
962.00;172.89;292;39368999#0_1;158.11;0.00;26.62;DEFAULT_VEHTYPE;205.98;617.34
962.00;352.75;328;-39368999#0_0;195.08;0.00;26.66;DEFAULT_VEHTYPE;200.70;711.00
962.00;352.85;372;-39368999#0_0;227.39;0.00;24.32;DEFAULT_VEHTYPE;196.63;743.05
962.00;351.81;40;-39368999#0_1;20.92;0.00;8.48;DEFAULT_VEHTYPE;220.34;537.88
962.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
962.00;352.31;580;695446623#1_0;4.69;0.00;10.17;DEFAULT_VEHTYPE;182.65;861.49
962.00;301.68;587;:cluster_2991819236_420249033_0_0;6.67;0.00;4.24;DEFAULT_VEHTYPE;185.80;840.68
962.00;172.89;676;39368999#0_0;121.38;0.00;26.78;DEFAULT_VEHTYPE;198.26;653.32
962.00;81.99;86;695504114#1_0;116.88;0.00;22.90;DEFAULT_VEHTYPE;125.74;810.39
963.00;322.87;12;:cluster_2991819236_420249033_21_0;5.04;0.00;8.95;DEFAULT_VEHTYPE;179.83;826.52
963.00;262.84;16;695490087#1_2;109.53;0.00;23.58;DEFAULT_VEHTYPE;45.87;811.23
963.00;261.52;212;695490087#1_2;1.92;0.00;12.37;DEFAULT_VEHTYPE;152.53;826.02
963.00;353.61;265;-695429325#0_1;3.66;0.00;8.41;DEFAULT_VEHTYPE;186.21;807.38
963.00;173.31;267;39368999#0_1;34.53;0.00;16.23;DEFAULT_VEHTYPE;190.56;739.90
963.00;171.81;292;39368999#0_1;185.80;0.00;27.69;DEFAULT_VEHTYPE;209.62;589.91
963.00;352.75;328;-39368999#0_0;218.25;0.00;23.17;DEFAULT_VEHTYPE;197.77;733.98
963.00;353.63;372;-39368999#0_0;248.20;0.00;20.80;DEFAULT_VEHTYPE;194.32;763.71
963.00;351.81;40;-39368999#0_1;31.76;0.00;10.83;DEFAULT_VEHTYPE;218.80;548.61
963.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
963.00;352.31;580;695446623#1_0;16.53;0.00;11.85;DEFAULT_VEHTYPE;181.07;873.23
963.00;349.63;587;695446623#0_0;3.37;0.00;5.75;DEFAULT_VEHTYPE;184.70;846.31
963.00;172.89;676;39368999#0_0;148.42;0.00;27.04;DEFAULT_VEHTYPE;201.61;626.47
963.00;81.99;86;695504114#1_0;135.28;0.00;18.40;DEFAULT_VEHTYPE;143.96;812.96
964.00;272.58;12;695490087#0_2;0.27;0.00;9.43;DEFAULT_VEHTYPE;170.99;828.76
964.00;261.55;212;695490087#1_2;16.00;0.00;14.08;DEFAULT_VEHTYPE;138.60;823.95
964.00;353.61;265;-695429325#0_1;8.33;0.00;4.67;DEFAULT_VEHTYPE;185.69;812.03
964.00;172.75;267;39368999#0_1;52.34;0.00;17.81;DEFAULT_VEHTYPE;192.81;722.24
964.00;171.81;292;39368999#0_1;213.00;0.00;27.20;DEFAULT_VEHTYPE;213.49;563.00
964.00;353.63;328;-39368999#0_0;238.86;0.00;20.61;DEFAULT_VEHTYPE;195.36;754.43
964.00;353.62;372;-695429325#1_0;5.38;0.00;16.95;DEFAULT_VEHTYPE;192.43;780.55
964.00;351.81;40;-39368999#0_1;44.15;0.00;12.39;DEFAULT_VEHTYPE;217.03;560.88
964.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
964.00;352.31;580;695446623#1_0;30.04;0.00;13.50;DEFAULT_VEHTYPE;179.26;886.61
964.00;352.32;587;695446623#0_0;10.70;0.00;7.33;DEFAULT_VEHTYPE;183.72;853.58
964.00;171.44;676;39368999#0_0;176.43;0.00;28.00;DEFAULT_VEHTYPE;205.12;598.68
964.00;81.98;86;:6530229489_0_0;1.75;0.00;13.90;DEFAULT_VEHTYPE;157.73;814.89
965.00;261.57;12;695490087#0_2;11.17;0.00;10.90;DEFAULT_VEHTYPE;160.21;827.16
965.00;261.55;212;695490087#1_2;32.48;0.00;16.49;DEFAULT_VEHTYPE;122.28;821.52
965.00;341.09;265;:cluster_2991819236_420249033_9_0;1.69;0.00;2.61;DEFAULT_VEHTYPE;184.43;814.13
965.00;172.74;267;39368999#0_1;71.76;0.00;19.42;DEFAULT_VEHTYPE;195.26;702.98
965.00;171.81;292;39368999#0_1;240.78;0.00;27.78;DEFAULT_VEHTYPE;217.45;535.51
965.00;353.63;328;-39368999#0_0;256.01;0.00;17.15;DEFAULT_VEHTYPE;193.45;771.47
965.00;353.62;372;-695429325#1_0;18.14;0.00;12.76;DEFAULT_VEHTYPE;191.01;793.24
965.00;351.81;40;-39368999#0_1;58.18;0.00;14.04;DEFAULT_VEHTYPE;215.03;574.78
965.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
965.00;352.31;580;695446623#1_0;45.46;0.00;15.42;DEFAULT_VEHTYPE;177.20;901.89
965.00;352.31;587;695446623#1_0;6.36;0.00;9.75;DEFAULT_VEHTYPE;182.43;863.14
965.00;171.81;676;39368999#0_0;203.89;0.00;27.47;DEFAULT_VEHTYPE;209.04;571.48
965.00;81.97;86;695504114#2_0;6.14;0.00;9.40;DEFAULT_VEHTYPE;167.04;816.21
966.00;261.55;12;695490087#1_2;7.61;0.00;13.44;DEFAULT_VEHTYPE;146.90;825.18
966.00;261.55;212;695490087#1_2;50.76;0.00;18.28;DEFAULT_VEHTYPE;104.19;818.83
966.00;336.06;265;:cluster_2991819236_420249033_9_0;2.10;0.00;0.41;DEFAULT_VEHTYPE;184.04;814.27
966.00;172.92;267;39368999#0_1;93.51;0.00;21.74;DEFAULT_VEHTYPE;197.98;681.41
966.00;353.62;328;-695429325#1_0;8.89;0.00;12.65;DEFAULT_VEHTYPE;192.04;784.05
966.00;353.61;372;-695429325#0_0;3.89;0.00;14.92;DEFAULT_VEHTYPE;189.37;807.97
966.00;351.81;40;-39368999#0_1;74.36;0.00;16.18;DEFAULT_VEHTYPE;212.72;590.79
966.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
966.00;261.79;550;695446624#0_0;5.10;0.00;13.71;DEFAULT_VEHTYPE;219.08;842.18
966.00;352.31;587;695446623#1_0;18.57;0.00;12.21;DEFAULT_VEHTYPE;180.80;875.24
966.00;172.31;623;-695446623#1_0;5.10;0.00;25.31;DEFAULT_VEHTYPE;167.70;900.43
966.00;171.81;676;39368999#0_0;231.91;0.00;28.01;DEFAULT_VEHTYPE;213.03;543.74
966.00;81.97;86;695504114#2_0;11.04;0.00;4.90;DEFAULT_VEHTYPE;171.90;816.89
967.00;261.55;12;695490087#1_2;23.07;0.00;15.46;DEFAULT_VEHTYPE;131.60;822.91
967.00;262.84;212;695490087#1_2;70.61;0.00;19.85;DEFAULT_VEHTYPE;84.51;816.08
967.00;334.98;265;:cluster_2991819236_420249033_9_0;2.19;0.00;0.08;DEFAULT_VEHTYPE;183.97;814.30
967.00;172.88;267;39368999#0_1;116.58;0.00;23.07;DEFAULT_VEHTYPE;200.83;658.54
967.00;353.62;328;-695429325#1_0;23.23;0.00;14.34;DEFAULT_VEHTYPE;190.45;798.30
967.00;353.04;372;:cluster_2991819236_420249033_6_0;11.37;0.00;16.73;DEFAULT_VEHTYPE;187.39;824.60
967.00;352.44;40;-39368999#0_1;92.45;0.00;18.09;DEFAULT_VEHTYPE;210.17;608.71
967.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
967.00;261.79;550;695446624#0_0;17.77;0.00;12.67;DEFAULT_VEHTYPE;206.55;840.37
967.00;352.31;587;695446623#1_0;32.76;0.00;14.19;DEFAULT_VEHTYPE;178.90;889.31
967.00;172.31;623;-695446623#1_0;25.91;0.00;20.81;DEFAULT_VEHTYPE;170.49;879.80
967.00;116.69;86;:cluster_2991819236_420249033_10_0;6.17;0.00;7.28;DEFAULT_VEHTYPE;178.36;814.94
968.00;261.55;12;695490087#1_2;40.88;0.00;17.81;DEFAULT_VEHTYPE;113.97;820.29
968.00;262.84;212;695490087#1_2;92.31;0.00;21.69;DEFAULT_VEHTYPE;62.98;813.37
968.00;271.52;265;:cluster_2991819236_420249033_22_0;2.27;0.00;2.43;DEFAULT_VEHTYPE;182.44;812.64
968.00;172.88;267;39368999#0_1;141.24;0.00;24.66;DEFAULT_VEHTYPE;203.89;634.07
968.00;353.61;328;-695429325#0_0;6.34;0.00;12.28;DEFAULT_VEHTYPE;189.09;810.41
968.00;352.94;372;695446623#0_0;0.70;0.00;19.19;DEFAULT_VEHTYPE;185.06;843.67
968.00;352.88;40;-39368999#0_1;112.35;0.00;19.90;DEFAULT_VEHTYPE;207.82;628.48
968.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
968.00;261.81;550;:6530229491_0_0;2.09;0.00;8.35;DEFAULT_VEHTYPE;198.28;839.18
968.00;352.31;587;695446623#1_0;49.54;0.00;16.77;DEFAULT_VEHTYPE;176.65;905.93
968.00;172.31;623;-695446623#1_0;42.77;0.00;16.86;DEFAULT_VEHTYPE;172.74;863.09
968.00;171.80;86;695429325#0_0;3.91;0.00;6.78;DEFAULT_VEHTYPE;179.67;808.34
969.00;261.55;12;695490087#1_2;60.87;0.00;19.99;DEFAULT_VEHTYPE;94.19;817.35
969.00;181.25;265;695429325#0_1;3.84;0.00;3.90;DEFAULT_VEHTYPE;182.84;808.77
969.00;173.59;267;39368999#0_1;166.31;0.00;25.08;DEFAULT_VEHTYPE;206.89;609.19
969.00;11.92;328;:cluster_2991819236_420249033_5_0;4.87;0.00;7.78;DEFAULT_VEHTYPE;189.80;817.96
969.00;352.31;372;695446623#1_0;7.45;0.00;20.84;DEFAULT_VEHTYPE;182.28;864.22
969.00;352.88;40;-39368999#0_1;134.35;0.00;22.00;DEFAULT_VEHTYPE;205.09;650.32
969.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
969.00;261.85;550;695446624#1_0;1.60;0.00;4.51;DEFAULT_VEHTYPE;193.80;838.54
969.00;172.28;623;-695446623#0_0;5.13;0.00;12.82;DEFAULT_VEHTYPE;174.45;850.48
969.00;173.62;86;695429325#1_0;3.26;0.00;8.70;DEFAULT_VEHTYPE;180.62;799.80
970.00;262.84;12;695490087#1_2;82.32;0.00;21.45;DEFAULT_VEHTYPE;72.89;814.62
970.00;173.61;265;695429325#1_1;0.90;0.00;6.42;DEFAULT_VEHTYPE;183.54;802.49
970.00;171.81;267;39368999#0_1;190.42;0.00;24.11;DEFAULT_VEHTYPE;210.28;585.33
970.00;76.43;328;695504114#3_0;2.14;0.00;7.29;DEFAULT_VEHTYPE;196.42;820.56
970.00;352.31;372;695446623#1_0;30.25;0.00;22.80;DEFAULT_VEHTYPE;179.23;886.82
970.00;352.88;40;-39368999#0_1;157.23;0.00;22.88;DEFAULT_VEHTYPE;202.25;673.03
970.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
970.00;273.95;550;:cluster_2991819236_420249033_0_0;3.81;0.00;6.12;DEFAULT_VEHTYPE;187.78;838.72
970.00;172.28;623;-695446623#0_0;13.45;0.00;8.32;DEFAULT_VEHTYPE;175.57;842.22
970.00;172.31;703;-695446623#1_0;5.10;0.00;20.03;DEFAULT_VEHTYPE;167.70;900.43
970.00;173.62;86;695429325#1_0;14.47;0.00;11.21;DEFAULT_VEHTYPE;181.87;788.66
971.00;262.84;12;695490087#1_2;105.33;0.00;23.01;DEFAULT_VEHTYPE;50.05;811.75
971.00;173.62;265;695429325#1_1;9.46;0.00;8.56;DEFAULT_VEHTYPE;184.49;793.99
971.00;171.81;267;39368999#0_1;214.80;0.00;24.37;DEFAULT_VEHTYPE;213.75;561.21
971.00;81.03;328;695504114#4_0;2.82;0.00;9.45;DEFAULT_VEHTYPE;205.75;822.03
971.00;352.78;40;-39368999#0_1;180.14;0.00;22.91;DEFAULT_VEHTYPE;199.41;695.77
971.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
971.00;337.11;550;695446623#0_0;0.73;0.00;5.98;DEFAULT_VEHTYPE;185.05;843.70
971.00;200.49;623;:cluster_2991819236_420249033_15_0;5.58;0.00;6.12;DEFAULT_VEHTYPE;173.97;836.67
971.00;172.31;703;-695446623#1_1;25.09;0.00;19.99;DEFAULT_VEHTYPE;173.55;881.04
971.00;173.62;86;695429325#1_0;27.96;0.00;13.49;DEFAULT_VEHTYPE;183.37;775.26
972.00;173.62;265;695429325#1_1;19.34;0.00;9.88;DEFAULT_VEHTYPE;185.59;784.17
972.00;171.81;267;39368999#0_1;238.92;0.00;24.12;DEFAULT_VEHTYPE;217.18;537.35
972.00;81.04;328;695504114#4_0;13.65;0.00;10.84;DEFAULT_VEHTYPE;216.46;823.72
972.00;352.74;40;-39368999#0_1;202.23;0.00;22.09;DEFAULT_VEHTYPE;196.62;717.69
972.00;261.79;434;695446624#0_0;5.10;0.00;13.71;DEFAULT_VEHTYPE;219.08;842.18
972.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
972.00;352.32;550;695446623#0_0;8.74;0.00;8.01;DEFAULT_VEHTYPE;183.98;851.64
972.00;249.28;623;695490087#0_0;0.86;0.00;4.88;DEFAULT_VEHTYPE;169.47;835.00
972.00;172.31;703;-695446623#1_1;42.91;0.00;17.82;DEFAULT_VEHTYPE;175.93;863.38
972.00;173.64;86;39368999#0_0;13.45;0.00;14.86;DEFAULT_VEHTYPE;185.02;760.48
973.00;173.55;265;39368999#0_1;1.93;0.00;11.96;DEFAULT_VEHTYPE;186.92;772.28
973.00;83.07;29;695504114#1_0;5.10;0.00;30.43;DEFAULT_VEHTYPE;14.80;796.30
973.00;81.04;328;695504114#4_0;25.82;0.00;12.16;DEFAULT_VEHTYPE;228.47;825.61
973.00;352.74;40;-39368999#0_1;225.26;0.00;23.03;DEFAULT_VEHTYPE;193.71;740.55
973.00;261.79;434;695446624#0_0;17.26;0.00;12.16;DEFAULT_VEHTYPE;207.05;840.45
973.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
973.00;352.31;550;695446623#1_0;5.25;0.00;10.60;DEFAULT_VEHTYPE;182.58;862.04
973.00;261.57;623;695490087#0_0;7.26;0.00;6.39;DEFAULT_VEHTYPE;163.14;834.07
973.00;172.28;703;-695446623#0_1;5.77;0.00;13.33;DEFAULT_VEHTYPE;177.71;850.27
973.00;173.64;86;39368999#0_0;30.73;0.00;17.29;DEFAULT_VEHTYPE;186.93;743.29
974.00;173.64;265;39368999#0_1;15.39;0.00;13.45;DEFAULT_VEHTYPE;188.41;758.91
974.00;83.07;29;695504114#1_0;35.49;0.00;30.39;DEFAULT_VEHTYPE;44.99;799.96
974.00;81.04;328;695504114#4_0;40.19;0.00;14.38;DEFAULT_VEHTYPE;242.68;827.85
974.00;353.63;40;-39368999#0_1;247.91;0.00;22.65;DEFAULT_VEHTYPE;191.17;763.07
974.00;261.81;434;:6530229491_0_0;2.07;0.00;8.83;DEFAULT_VEHTYPE;198.30;839.19
974.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
974.00;352.31;550;695446623#1_0;17.93;0.00;12.68;DEFAULT_VEHTYPE;180.88;874.61
974.00;261.52;623;:6530229490_0_0;3.60;0.00;8.35;DEFAULT_VEHTYPE;154.88;832.84
974.00;170.30;703;:cluster_2991819236_420249033_18_0;1.75;0.00;9.97;DEFAULT_VEHTYPE;179.22;840.41
974.00;172.74;86;39368999#0_0;50.45;0.00;19.72;DEFAULT_VEHTYPE;189.40;723.72
975.00;173.64;265;39368999#0_1;30.36;0.00;14.97;DEFAULT_VEHTYPE;190.07;744.04
975.00;83.07;29;695504114#1_0;64.69;0.00;29.20;DEFAULT_VEHTYPE;73.98;803.49
975.00;353.62;40;-695429325#1_1;8.99;0.00;20.84;DEFAULT_VEHTYPE;188.85;783.79
975.00;261.85;434;695446624#1_0;1.71;0.00;4.64;DEFAULT_VEHTYPE;193.69;838.53
975.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
975.00;352.31;550;695446623#1_0;31.94;0.00;14.01;DEFAULT_VEHTYPE;179.01;888.50
975.00;261.54;623;695490087#1_0;9.31;0.00;10.71;DEFAULT_VEHTYPE;144.29;831.26
975.00;166.63;703;:cluster_2991819236_420249033_18_0;7.22;0.00;5.47;DEFAULT_VEHTYPE;180.48;835.09
975.00;172.74;86;39368999#0_0;72.72;0.00;22.27;DEFAULT_VEHTYPE;192.21;701.62
976.00;172.75;265;39368999#0_1;47.33;0.00;16.97;DEFAULT_VEHTYPE;192.18;727.21
976.00;81.99;29;695504114#1_0;91.71;0.00;27.02;DEFAULT_VEHTYPE;100.80;806.89
976.00;353.62;40;-695429325#1_1;25.33;0.00;16.34;DEFAULT_VEHTYPE;187.04;800.03
976.00;261.85;434;695446624#1_0;2.32;0.00;0.61;DEFAULT_VEHTYPE;193.08;838.44
976.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
976.00;352.31;550;695446623#1_0;48.31;0.00;16.37;DEFAULT_VEHTYPE;176.82;904.72
976.00;261.54;623;695490087#1_0;21.41;0.00;12.11;DEFAULT_VEHTYPE;132.32;829.48
976.00;145.39;703;:cluster_2991819236_420249033_24_0;4.86;0.00;7.19;DEFAULT_VEHTYPE;184.26;829.09
976.00;172.90;86;39368999#0_0;96.36;0.00;23.64;DEFAULT_VEHTYPE;195.17;678.15
977.00;172.75;265;39368999#0_1;65.69;0.00;18.35;DEFAULT_VEHTYPE;194.50;709.01
977.00;81.99;29;695504114#1_0;114.90;0.00;23.18;DEFAULT_VEHTYPE;123.77;810.12
977.00;353.61;40;-695429325#0_1;8.00;0.00;11.84;DEFAULT_VEHTYPE;185.73;811.70
977.00;261.86;434;695446624#1_0;2.77;0.00;0.44;DEFAULT_VEHTYPE;192.63;838.37
977.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
977.00;261.54;623;695490087#1_0;36.11;0.00;14.70;DEFAULT_VEHTYPE;117.79;827.32
977.00;94.93;703;:cluster_2991819236_420249033_24_0;13.73;0.00;8.87;DEFAULT_VEHTYPE;192.46;826.59
977.00;172.89;86;39368999#0_0;122.46;0.00;26.10;DEFAULT_VEHTYPE;198.40;652.24
978.00;172.85;265;39368999#0_1;86.52;0.00;20.83;DEFAULT_VEHTYPE;197.12;688.35
978.00;81.99;29;695504114#1_0;133.58;0.00;18.68;DEFAULT_VEHTYPE;142.28;812.72
978.00;347.85;40;:cluster_2991819236_420249033_8_0;6.09;0.00;7.34;DEFAULT_VEHTYPE;184.31;818.90
978.00;261.86;434;695446624#1_0;2.88;0.00;0.12;DEFAULT_VEHTYPE;192.52;838.36
978.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
978.00;261.54;623;695490087#1_0;53.19;0.00;17.08;DEFAULT_VEHTYPE;100.91;824.81
978.00;81.04;703;695504114#4_2;0.66;0.00;10.28;DEFAULT_VEHTYPE;202.63;828.01
978.00;172.89;86;39368999#0_0;150.22;0.00;27.76;DEFAULT_VEHTYPE;201.83;624.69
979.00;172.88;265;39368999#0_1;109.89;0.00;23.37;DEFAULT_VEHTYPE;200.01;665.17
979.00;81.99;29;:6530229489_0_0;0.34;0.00;14.18;DEFAULT_VEHTYPE;156.33;814.70
979.00;326.32;40;:cluster_2991819236_420249033_21_0;4.41;0.00;8.45;DEFAULT_VEHTYPE;180.36;826.18
979.00;261.86;434;695446624#1_0;2.92;0.00;0.04;DEFAULT_VEHTYPE;192.48;838.35
979.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
979.00;262.85;623;695490087#1_0;71.66;0.00;18.47;DEFAULT_VEHTYPE;82.62;822.29
979.00;81.04;703;695504114#4_2;12.78;0.00;12.12;DEFAULT_VEHTYPE;214.60;829.90
979.00;171.62;86;39368999#0_0;179.30;0.00;29.08;DEFAULT_VEHTYPE;205.53;595.83
980.00;172.88;265;39368999#0_1;135.05;0.00;25.16;DEFAULT_VEHTYPE;203.12;640.21
980.00;81.97;29;695504114#2_0;5.02;0.00;9.68;DEFAULT_VEHTYPE;165.93;816.05
980.00;278.68;40;:cluster_2991819236_420249033_21_0;12.72;0.00;8.31;DEFAULT_VEHTYPE;172.74;828.72
980.00;261.86;434;695446624#1_0;2.92;0.00;0.00;DEFAULT_VEHTYPE;192.48;838.35
980.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
980.00;262.85;623;695490087#1_0;91.48;0.00;19.81;DEFAULT_VEHTYPE;62.98;819.83
980.00;81.04;703;695504114#4_2;26.97;0.00;14.19;DEFAULT_VEHTYPE;228.62;832.11
980.00;171.81;86;39368999#0_0;210.34;0.00;31.03;DEFAULT_VEHTYPE;209.96;565.10
981.00;173.46;265;39368999#0_1;162.11;0.00;27.06;DEFAULT_VEHTYPE;206.42;613.36
981.00;81.97;29;695504114#2_0;10.21;0.00;5.18;DEFAULT_VEHTYPE;171.07;816.78
981.00;261.57;40;695490087#0_2;6.95;0.00;8.42;DEFAULT_VEHTYPE;164.39;827.78
981.00;261.86;434;695446624#1_0;2.92;0.00;0.00;DEFAULT_VEHTYPE;192.48;838.35
981.00;261.84;533;695446624#1_2;2.92;0.00;0.00;DEFAULT_VEHTYPE;193.45;832.03
981.00;81.04;703;695504114#4_2;42.74;0.00;15.77;DEFAULT_VEHTYPE;244.20;834.57
981.00;171.81;86;39368999#0_0;241.09;0.00;30.75;DEFAULT_VEHTYPE;214.34;534.65
982.00;171.81;265;39368999#0_1;191.32;0.00;29.21;DEFAULT_VEHTYPE;210.41;584.44
982.00;100.40;29;:cluster_2991819236_420249033_10_0;4.67;0.00;6.61;DEFAULT_VEHTYPE;177.45;816.13
