tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
1691.00;39368999#0_1;259.89;22.81;1641.00;0.74;-39368999#0_0;5.10;23.61;tripinfo_253 fcd_253;50.00;253;0;596.38;0.85;0.00;23.09;DEFAULT_VEHTYPE;;1;10.00
1694.00;39368999#0_0;259.89;32.21;1670.00;0.44;695504114#1_0;5.10;33.13;tripinfo_56 fcd_56;24.00;56;0;467.13;1.19;0.00;8.71;DEFAULT_VEHTYPE;;0;0.00
1698.00;39368999#0_1;259.89;23.80;1665.00;0.98;-39368999#0_0;5.10;24.90;tripinfo_264 fcd_264;33.00;264;0;596.38;0.90;0.00;8.01;DEFAULT_VEHTYPE;;0;0.00
1704.00;695446623#1_1;50.37;16.34;1692.00;0.56;-695446623#1_0;5.10;20.87;tripinfo_763 fcd_763;12.00;763;0;128.50;1.19;0.00;7.10;DEFAULT_VEHTYPE;;0;0.00
1709.00;695490087#1_2;110.06;23.90;1652.00;0.58;695504114#1_0;5.10;29.34;tripinfo_22 fcd_22;57.00;22;0;921.40;1.06;0.00;22.33;DEFAULT_VEHTYPE;;0;0.00
1709.00;695446623#1_1;50.37;17.10;1696.00;0.29;-695446623#1_0;5.10;20.87;tripinfo_762 fcd_762;13.00;762;0;128.50;1.14;0.00;7.94;DEFAULT_VEHTYPE;;0;0.00
1710.00;39368999#0_0;259.89;27.31;1685.00;0.80;695504114#1_0;5.10;27.67;tripinfo_58 fcd_58;25.00;58;0;467.13;1.00;0.00;6.95;DEFAULT_VEHTYPE;;0;0.00
1712.00;39368999#0_1;259.89;25.00;1680.00;0.79;-39368999#0_0;5.10;25.71;tripinfo_294 fcd_294;32.00;294;0;596.38;0.93;0.00;8.11;DEFAULT_VEHTYPE;;0;0.00
1712.00;695490087#1_2;110.06;25.80;1691.00;0.98;-39368999#0_0;5.10;31.06;tripinfo_234 fcd_234;21.00;234;0;444.49;1.12;0.00;5.22;DEFAULT_VEHTYPE;;0;0.00
1719.00;695446623#1_1;50.37;17.40;1683.00;0.48;695504114#1_1;5.10;30.82;tripinfo_158 fcd_158;36.00;158;0;248.31;1.11;0.00;26.79;DEFAULT_VEHTYPE;;1;17.00
1721.00;695446623#1_1;50.37;19.74;1683.00;0.70;695504114#1_0;5.10;29.77;tripinfo_195 fcd_195;38.00;195;0;248.31;1.07;0.00;28.03;DEFAULT_VEHTYPE;;1;16.00
1725.00;695446623#1_1;50.37;20.13;1709.00;0.94;695504114#1_0;5.10;27.30;tripinfo_154 fcd_154;16.00;154;0;248.31;0.98;0.00;5.21;DEFAULT_VEHTYPE;;0;0.00
1730.00;695490087#1_0;110.06;25.36;1716.00;0.28;-695446623#1_0;5.10;20.87;tripinfo_634 fcd_634;14.00;634;0;196.03;1.26;0.00;7.20;DEFAULT_VEHTYPE;;0;0.00
1734.00;695490087#1_0;110.06;23.34;1718.00;0.38;-695446623#1_1;5.10;18.90;tripinfo_613 fcd_613;16.00;613;0;196.03;1.07;0.00;7.97;DEFAULT_VEHTYPE;;0;0.00
1748.00;39368999#0_1;259.89;28.05;1728.00;0.93;695446624#0_0;5.10;13.71;tripinfo_453 fcd_453;20.00;453;0;350.89;1.03;0.00;5.42;DEFAULT_VEHTYPE;;0;0.00
1763.00;695504114#4_2;49.75;18.31;1714.00;0.72;-695446623#1_0;5.10;20.87;tripinfo_724 fcd_724;49.00;724;0;142.02;1.12;0.00;42.98;DEFAULT_VEHTYPE;;1;33.00
1767.00;695446623#1_1;50.37;17.20;1732.00;0.21;-695446623#1_0;5.10;19.37;tripinfo_796 fcd_796;35.00;796;0;128.50;1.02;0.00;29.05;DEFAULT_VEHTYPE;;1;18.00
1770.00;695504114#4_2;49.75;16.63;1726.00;0.14;-695446623#1_0;5.10;20.87;tripinfo_728 fcd_728;44.00;728;0;142.02;0.98;0.00;37.54;DEFAULT_VEHTYPE;;1;29.00
1772.00;39368999#0_1;259.89;30.51;1735.00;0.39;-39368999#0_0;5.10;30.55;tripinfo_297 fcd_297;37.00;297;0;596.38;1.10;0.00;16.32;DEFAULT_VEHTYPE;;1;5.00
1777.00;39368999#0_1;259.89;25.29;1744.00;0.96;-39368999#0_0;5.10;26.48;tripinfo_289 fcd_289;33.00;289;0;596.38;0.95;0.00;9.02;DEFAULT_VEHTYPE;;0;0.00
1782.00;695504114#4_0;49.75;16.77;1734.00;0.41;695446624#0_0;5.10;13.71;tripinfo_539 fcd_539;48.00;539;0;722.30;1.09;0.00;20.71;DEFAULT_VEHTYPE;;0;0.00
1786.00;695504114#4_0;49.75;15.67;1763.00;0.79;-39368999#0_0;5.10;23.90;tripinfo_304 fcd_304;23.00;304;0;361.63;0.86;0.00;6.33;DEFAULT_VEHTYPE;;0;0.00
1800.00;695490087#1_2;110.06;22.47;1776.00;0.87;-39368999#0_0;5.10;27.15;tripinfo_230 fcd_230;24.00;230;0;444.49;0.98;0.00;6.16;DEFAULT_VEHTYPE;;0;0.00
1808.00;695504114#4_0;49.75;17.73;1781.00;0.80;695504114#1_0;5.10;26.89;tripinfo_144 fcd_144;27.00;144;0;239.51;0.97;0.00;17.65;DEFAULT_VEHTYPE;;1;7.00
1809.00;695446623#1_1;50.37;16.84;1759.00;0.48;695504114#1_0;5.10;26.65;tripinfo_187 fcd_187;50.00;187;0;248.31;0.96;0.00;39.08;DEFAULT_VEHTYPE;;1;30.00
1811.00;695504114#4_0;49.75;15.54;1783.00;0.85;-39368999#0_0;5.10;22.31;tripinfo_338 fcd_338;28.00;338;0;361.63;0.80;0.00;10.79;DEFAULT_VEHTYPE;;1;2.00
1813.00;695490087#1_0;110.06;30.83;1807.00;0.94;695446624#0_0;5.10;31.28;tripinfo_448 fcd_448;6.00;448;0;176.33;1.13;0.00;0.11;DEFAULT_VEHTYPE;;0;0.00
1854.00;695504114#4_0;49.75;18.61;1774.00;0.08;695446624#0_0;5.10;13.71;tripinfo_535 fcd_535;80.00;535;0;722.30;1.10;0.00;53.26;DEFAULT_VEHTYPE;;3;23.00
1854.00;695446623#1_1;50.37;17.02;1796.00;0.37;-695446623#1_0;5.10;20.87;tripinfo_775 fcd_775;58.00;775;0;128.50;1.00;0.00;51.50;DEFAULT_VEHTYPE;;1;43.00
1854.00;695446623#1_0;50.37;14.57;1817.00;0.04;-39368999#0_0;5.10;26.16;tripinfo_361 fcd_361;37.00;361;0;387.41;0.94;0.00;21.76;DEFAULT_VEHTYPE;;1;12.00
1856.00;695446623#1_0;50.37;20.68;1828.00;0.55;-39368999#0_0;5.10;24.43;tripinfo_390 fcd_390;28.00;390;0;387.41;0.88;0.00;11.83;DEFAULT_VEHTYPE;;0;0.00
1857.00;695490087#1_2;110.06;25.04;1763.00;0.19;695504114#1_0;5.10;28.19;tripinfo_44 fcd_44;94.00;44;0;921.40;1.01;0.00;57.67;DEFAULT_VEHTYPE;;1;31.00
1859.00;695504114#4_0;49.75;16.23;1836.00;0.90;-39368999#0_1;5.10;29.26;tripinfo_315 fcd_315;23.00;315;0;361.63;1.05;0.00;8.93;DEFAULT_VEHTYPE;;0;0.00
1860.00;695446623#1_1;50.37;16.43;1813.00;0.14;-695446623#1_0;5.10;19.37;tripinfo_786 fcd_786;47.00;786;0;128.50;1.03;0.00;40.43;DEFAULT_VEHTYPE;;2;27.00
1860.00;695490087#1_0;110.06;22.18;1823.00;0.78;-695446623#1_0;5.10;19.37;tripinfo_632 fcd_632;37.00;632;0;196.03;1.01;0.00;28.93;DEFAULT_VEHTYPE;;1;18.00
1861.00;695490087#1_2;110.06;23.39;1764.00;0.79;695504114#1_1;5.10;27.59;tripinfo_32 fcd_32;97.00;32;0;921.40;0.99;0.00;59.84;DEFAULT_VEHTYPE;;1;28.00
1862.00;695504114#4_0;49.75;18.34;1842.00;0.44;-39368999#0_0;5.10;34.13;tripinfo_323 fcd_323;20.00;323;0;361.63;1.23;0.00;8.25;DEFAULT_VEHTYPE;;0;0.00
1863.00;695490087#1_2;110.06;25.57;1811.00;0.48;-39368999#0_0;5.10;30.79;tripinfo_201 fcd_201;52.00;201;0;444.49;1.11;0.00;35.86;DEFAULT_VEHTYPE;;1;21.00
1864.00;695446623#1_0;50.37;22.19;1837.00;0.87;-39368999#0_1;5.10;29.09;tripinfo_355 fcd_355;27.00;355;0;387.41;1.05;0.00;13.10;DEFAULT_VEHTYPE;;0;0.00
1866.00;695490087#1_2;110.06;22.90;1813.00;0.79;-39368999#0_0;5.10;25.68;tripinfo_236 fcd_236;53.00;236;0;444.49;0.92;0.00;33.55;DEFAULT_VEHTYPE;;1;18.00
1867.00;695504114#4_2;49.75;16.54;1800.00;0.62;-695446623#1_0;5.10;20.87;tripinfo_722 fcd_722;67.00;722;0;142.02;1.07;0.00;60.82;DEFAULT_VEHTYPE;;2;49.00
1868.00;695490087#1_2;110.06;24.01;1821.00;0.37;-39368999#0_0;5.10;26.88;tripinfo_216 fcd_216;47.00;216;0;444.49;0.97;0.00;28.70;DEFAULT_VEHTYPE;;1;12.00
1876.00;695490087#1_2;110.06;23.29;1818.00;0.67;695504114#1_0;5.10;29.27;tripinfo_6 fcd_6;58.00;6;0;921.40;1.05;0.00;22.79;DEFAULT_VEHTYPE;;0;0.00
1882.00;695490087#1_2;110.06;24.36;1823.00;0.93;695504114#1_1;5.10;28.00;tripinfo_48 fcd_48;59.00;48;0;921.40;1.01;0.00;22.33;DEFAULT_VEHTYPE;;0;0.00
1886.00;695446623#1_0;50.37;15.21;1874.00;0.78;695446624#0_0;5.10;13.71;tripinfo_561 fcd_561;12.00;561;0;101.36;0.76;0.00;5.87;DEFAULT_VEHTYPE;;0;0.00
1898.00;695504114#4_1;49.75;18.22;1850.00;0.33;695504114#1_1;5.10;29.26;tripinfo_123 fcd_123;48.00;123;0;239.51;1.05;0.00;39.55;DEFAULT_VEHTYPE;;1;29.00
1903.00;695490087#1_0;110.06;22.31;1887.00;0.86;-695446623#1_0;5.10;20.87;tripinfo_644 fcd_644;16.00;644;0;196.03;1.06;0.00;8.19;DEFAULT_VEHTYPE;;0;0.00
1903.00;695446623#1_0;50.37;15.87;1893.00;0.88;695446624#0_0;5.10;20.26;tripinfo_554 fcd_554;10.00;554;0;101.36;1.04;0.00;5.44;DEFAULT_VEHTYPE;;0;0.00
1914.00;39368999#0_0;259.89;23.55;1887.00;0.15;695504114#1_0;5.10;24.51;tripinfo_93 fcd_93;27.00;93;0;467.13;0.88;0.00;6.39;DEFAULT_VEHTYPE;;0;0.00
1915.00;39368999#0_1;259.89;25.77;1841.00;0.56;695446624#0_0;5.10;13.71;tripinfo_454 fcd_454;74.00;454;0;350.89;0.97;0.00;58.73;DEFAULT_VEHTYPE;;2;47.00
1932.00;695490087#1_0;110.06;24.77;1924.00;0.50;695446624#0_0;5.10;24.85;tripinfo_449 fcd_449;8.00;449;0;176.33;0.89;0.00;0.09;DEFAULT_VEHTYPE;;0;0.00
1936.00;695490087#1_0;110.06;25.61;1928.00;0.82;695446624#0_0;5.10;25.77;tripinfo_404 fcd_404;8.00;404;0;176.33;0.93;0.00;0.19;DEFAULT_VEHTYPE;;0;0.00
1945.00;695504114#4_0;49.75;16.37;1871.00;0.31;695446624#0_0;5.10;13.71;tripinfo_537 fcd_537;74.00;537;0;722.30;1.05;0.00;46.43;DEFAULT_VEHTYPE;;2;18.00
1947.00;695490087#1_2;110.06;25.93;1848.00;0.30;695504114#1_0;5.10;35.68;tripinfo_2 fcd_2;99.00;2;0;921.40;1.32;0.00;71.12;DEFAULT_VEHTYPE;;1;37.00
1950.00;695490087#1_2;110.06;22.75;1849.00;0.52;695504114#1_1;5.10;23.13;tripinfo_18 fcd_18;101.00;18;0;921.40;0.83;0.00;55.81;DEFAULT_VEHTYPE;;1;30.00
1952.00;695504114#4_0;49.75;18.24;1903.00;0.37;695446624#0_0;5.10;13.71;tripinfo_513 fcd_513;49.00;513;0;722.30;1.17;0.00;23.01;DEFAULT_VEHTYPE;;0;0.00
1959.00;39368999#0_1;259.89;25.13;1919.00;0.85;-39368999#0_0;5.10;25.78;tripinfo_251 fcd_251;40.00;251;0;596.38;0.93;0.00;15.58;DEFAULT_VEHTYPE;;1;2.00
1960.00;695446623#1_0;50.37;26.46;1945.00;0.91;-39368999#0_0;5.10;26.94;tripinfo_398 fcd_398;15.00;398;0;387.41;0.97;0.00;0.38;DEFAULT_VEHTYPE;;0;0.00
1963.00;695490087#1_0;110.06;22.67;1948.00;0.63;-695446623#1_0;5.10;26.09;tripinfo_607 fcd_607;15.00;607;0;196.03;1.02;0.00;6.03;DEFAULT_VEHTYPE;;0;0.00
1975.00;39368999#0_0;259.89;28.44;1961.00;0.92;-695446623#1_0;5.10;29.64;tripinfo_687 fcd_687;14.00;687;0;387.69;1.07;0.00;0.42;DEFAULT_VEHTYPE;;0;0.00
1988.00;695504114#4_0;49.75;17.46;1933.00;0.25;695504114#1_0;5.10;30.76;tripinfo_124 fcd_124;55.00;124;0;239.51;1.11;0.00;46.81;DEFAULT_VEHTYPE;;1;37.00
1988.00;695504114#4_2;49.75;18.28;1951.00;0.09;695504114#1_1;5.10;33.32;tripinfo_119 fcd_119;37.00;119;0;239.51;1.20;0.00;29.54;DEFAULT_VEHTYPE;;1;17.00
1989.00;39368999#0_1;259.89;23.38;1955.00;0.05;-39368999#0_0;5.10;24.33;tripinfo_281 fcd_281;34.00;281;0;596.38;0.88;0.00;7.74;DEFAULT_VEHTYPE;;0;0.00
1991.00;695490087#1_0;110.06;22.59;1959.00;0.09;695446624#0_0;5.10;13.71;tripinfo_403 fcd_403;32.00;403;0;176.33;1.12;0.00;26.18;DEFAULT_VEHTYPE;;1;15.00
1991.00;695446623#1_0;50.37;15.82;1973.00;0.75;695446624#0_0;5.10;10.95;tripinfo_575 fcd_575;18.00;575;0;101.36;0.89;0.00;12.20;DEFAULT_VEHTYPE;;1;3.00
1999.00;39368999#0_0;259.89;32.71;1936.00;0.08;695504114#1_1;5.10;34.38;tripinfo_64 fcd_64;63.00;64;0;467.13;1.24;0.00;48.13;DEFAULT_VEHTYPE;;1;36.00
2008.00;39368999#0_0;259.89;14.81;1973.00;0.05;695504114#1_1;5.10;27.09;tripinfo_57 fcd_57;35.00;57;0;467.13;0.98;0.00;15.86;DEFAULT_VEHTYPE;;0;0.00
2018.00;695504114#4_0;49.75;16.50;1996.00;0.43;-39368999#0_0;5.10;23.97;tripinfo_347 fcd_347;22.00;347;0;361.63;0.86;0.00;5.58;DEFAULT_VEHTYPE;;0;0.00
2021.00;695504114#4_0;49.75;29.73;2013.00;0.94;695504114#1_0;5.10;30.80;tripinfo_139 fcd_139;8.00;139;0;239.51;1.11;0.00;0.18;DEFAULT_VEHTYPE;;0;0.00
2023.00;695446623#1_1;50.37;18.01;2007.00;0.67;695504114#1_0;5.10;29.93;tripinfo_172 fcd_172;16.00;172;0;248.31;1.08;0.00;6.06;DEFAULT_VEHTYPE;;0;0.00
2036.00;695504114#4_0;49.75;17.14;1984.00;0.92;695446624#0_0;5.10;13.71;tripinfo_541 fcd_541;52.00;541;0;722.30;0.99;0.00;22.57;DEFAULT_VEHTYPE;;0;0.00
2041.00;695490087#1_2;110.06;23.01;1944.00;0.37;695504114#1_0;5.10;26.60;tripinfo_25 fcd_25;97.00;25;0;921.40;0.96;0.00;58.25;DEFAULT_VEHTYPE;;2;22.00
2042.00;39368999#0_1;259.89;21.73;2020.00;0.12;-695446623#1_0;5.10;19.17;tripinfo_662 fcd_662;22.00;662;0;387.69;0.80;0.00;4.01;DEFAULT_VEHTYPE;;0;0.00
2044.00;39368999#0_0;259.89;23.48;2005.00;0.01;-695446623#1_0;5.10;20.87;tripinfo_696 fcd_696;39.00;696;0;387.69;0.89;0.00;22.85;DEFAULT_VEHTYPE;;1;14.00
2047.00;695446623#1_1;50.37;16.61;2033.00;0.27;-695446623#1_0;5.10;20.87;tripinfo_784 fcd_784;14.00;784;0;128.50;1.12;0.00;7.99;DEFAULT_VEHTYPE;;0;0.00
2054.00;695490087#1_0;110.06;24.43;2039.00;0.28;-695446623#1_0;5.10;25.59;tripinfo_616 fcd_616;15.00;616;0;196.03;0.92;0.00;5.94;DEFAULT_VEHTYPE;;0;0.00
2059.00;695446623#1_0;50.37;17.34;2049.00;0.02;695446624#0_0;5.10;13.71;tripinfo_572 fcd_572;10.00;572;0;101.36;1.16;0.00;6.00;DEFAULT_VEHTYPE;;0;0.00
2091.00;39368999#0_1;259.89;20.31;2023.00;0.75;695446624#0_0;5.10;13.71;tripinfo_476 fcd_476;68.00;476;0;350.89;0.77;0.00;49.63;DEFAULT_VEHTYPE;;1;40.00
2093.00;695490087#1_0;110.06;29.05;2086.00;0.88;695446624#0_0;5.10;29.33;tripinfo_401 fcd_401;7.00;401;0;176.33;1.06;0.00;0.17;DEFAULT_VEHTYPE;;0;0.00
2099.00;695504114#4_0;49.75;15.58;2080.00;0.73;-39368999#0_0;5.10;33.63;tripinfo_348 fcd_348;19.00;348;0;361.63;1.21;0.00;7.44;DEFAULT_VEHTYPE;;0;0.00
2111.00;39368999#0_0;259.89;26.32;2086.00;0.53;695504114#1_0;5.10;27.37;tripinfo_82 fcd_82;25.00;82;0;467.13;0.99;0.00;6.88;DEFAULT_VEHTYPE;;0;0.00
2124.00;695446623#1_1;50.37;14.61;2103.00;0.74;-695446623#1_0;5.10;20.87;tripinfo_783 fcd_783;21.00;783;0;128.50;0.87;0.00;14.31;DEFAULT_VEHTYPE;;1;5.00
2127.00;695490087#1_2;110.06;24.26;2040.00;0.04;695504114#1_0;5.10;27.94;tripinfo_13 fcd_13;87.00;13;0;921.40;1.01;0.00;49.81;DEFAULT_VEHTYPE;;1;24.00
2132.00;695490087#1_0;110.06;23.13;2118.00;0.65;-695446623#1_0;5.10;26.09;tripinfo_605 fcd_605;14.00;605;0;196.03;1.04;0.00;5.38;DEFAULT_VEHTYPE;;0;0.00
2133.00;695490087#1_2;110.06;23.17;2098.00;0.86;-39368999#0_0;5.10;29.38;tripinfo_213 fcd_213;35.00;213;0;444.49;1.06;0.00;18.22;DEFAULT_VEHTYPE;;1;5.00
2137.00;39368999#0_1;259.89;22.85;2091.00;0.30;-39368999#0_0;5.10;27.72;tripinfo_287 fcd_287;46.00;287;0;596.38;1.00;0.00;23.46;DEFAULT_VEHTYPE;;1;9.00
2146.00;695504114#4_2;49.75;18.09;2134.00;0.71;-695446623#1_0;5.10;20.87;tripinfo_733 fcd_733;12.00;733;0;142.02;0.96;0.00;4.79;DEFAULT_VEHTYPE;;0;0.00
2154.00;39368999#0_0;259.89;28.08;2140.00;0.51;-695446623#1_0;5.10;28.57;tripinfo_672 fcd_672;14.00;672;0;387.69;1.03;0.00;0.34;DEFAULT_VEHTYPE;;0;0.00
2155.00;695504114#4_0;49.75;17.49;2135.00;0.74;-39368999#0_0;5.10;27.35;tripinfo_305 fcd_305;20.00;305;0;361.63;0.98;0.00;5.77;DEFAULT_VEHTYPE;;0;0.00
2155.00;695490087#1_0;110.06;23.41;2140.00;0.28;-695446623#1_1;5.10;20.87;tripinfo_628 fcd_628;15.00;628;0;196.03;1.04;0.00;6.81;DEFAULT_VEHTYPE;;0;0.00
2158.00;695504114#4_2;49.75;18.87;2146.00;0.78;-695446623#1_0;5.10;20.87;tripinfo_707 fcd_707;12.00;707;0;142.02;1.08;0.00;5.43;DEFAULT_VEHTYPE;;0;0.00
2165.00;39368999#0_0;259.89;24.10;2138.00;0.61;695504114#1_0;5.10;24.46;tripinfo_66 fcd_66;27.00;66;0;467.13;0.88;0.00;6.07;DEFAULT_VEHTYPE;;0;0.00
2170.00;695446623#1_0;50.37;17.47;2129.00;0.41;695446624#0_0;5.10;10.95;tripinfo_574 fcd_574;41.00;574;0;101.36;1.02;0.00;36.06;DEFAULT_VEHTYPE;;1;26.00
2171.00;695490087#1_0;110.06;24.25;2109.00;0.80;695446624#0_0;5.10;13.71;tripinfo_431 fcd_431;62.00;431;0;176.33;0.94;0.00;54.75;DEFAULT_VEHTYPE;;1;45.00
2171.00;39368999#0_0;259.89;12.74;2147.00;0.83;-695446623#1_0;5.10;20.87;tripinfo_692 fcd_692;24.00;692;0;387.69;0.99;0.00;9.72;DEFAULT_VEHTYPE;;0;0.00
2173.00;39368999#0_1;259.89;7.18;2129.00;0.16;-39368999#0_0;5.10;28.90;tripinfo_255 fcd_255;44.00;255;0;596.38;1.04;0.00;22.21;DEFAULT_VEHTYPE;;1;7.00
2175.00;695490087#1_0;110.06;23.67;2156.00;0.63;-695446623#1_0;5.10;20.87;tripinfo_622 fcd_622;19.00;622;0;196.03;1.08;0.00;11.41;DEFAULT_VEHTYPE;;1;1.00
2177.00;695490087#1_0;110.06;30.17;2170.00;0.43;695446624#0_0;5.10;28.16;tripinfo_406 fcd_406;7.00;406;0;176.33;1.09;0.00;0.65;DEFAULT_VEHTYPE;;0;0.00
2207.00;695446623#1_0;50.37;18.01;2196.00;0.47;695446624#0_0;5.10;19.05;tripinfo_552 fcd_552;11.00;552;0;101.36;0.85;0.00;4.71;DEFAULT_VEHTYPE;;0;0.00
2214.00;695446623#1_0;50.37;21.08;2183.00;0.92;-39368999#0_0;5.10;30.08;tripinfo_371 fcd_371;31.00;371;0;387.41;1.08;0.00;17.51;DEFAULT_VEHTYPE;;1;5.00
2215.00;695504114#4_0;49.75;18.10;2156.00;0.19;695446624#0_1;5.10;13.71;tripinfo_514 fcd_514;59.00;514;0;722.30;1.24;0.00;34.45;DEFAULT_VEHTYPE;;1;3.00
2218.00;695490087#1_0;110.06;22.88;2188.00;0.45;-695446623#1_0;5.10;19.17;tripinfo_612 fcd_612;30.00;612;0;196.03;1.04;0.00;21.90;DEFAULT_VEHTYPE;;1;9.00
2221.00;695490087#1_0;110.06;23.27;2195.00;0.92;-695446623#1_0;5.10;17.55;tripinfo_621 fcd_621;26.00;621;0;196.03;1.13;0.00;18.57;DEFAULT_VEHTYPE;;1;5.00
2223.00;39368999#0_0;259.89;28.41;2159.00;0.73;-695446623#1_1;5.10;20.87;tripinfo_659 fcd_659;64.00;659;0;387.69;1.06;0.00;50.65;DEFAULT_VEHTYPE;;1;40.00
2225.00;695490087#1_2;110.06;23.13;2105.00;0.46;695504114#1_0;5.10;28.90;tripinfo_45 fcd_45;120.00;45;0;921.40;1.04;0.00;84.59;DEFAULT_VEHTYPE;;2;51.00
2229.00;39368999#0_1;259.89;27.45;2137.00;0.42;-39368999#0_0;5.10;27.55;tripinfo_280 fcd_280;92.00;280;0;596.38;0.99;0.00;68.99;DEFAULT_VEHTYPE;;3;54.00
2234.00;695490087#1_0;110.06;22.75;2219.00;0.80;-695446623#1_0;5.10;26.09;tripinfo_624 fcd_624;15.00;624;0;196.03;1.17;0.00;6.93;DEFAULT_VEHTYPE;;0;0.00
2235.00;695490087#1_2;110.06;24.55;2139.00;0.30;695504114#1_1;5.10;26.11;tripinfo_43 fcd_43;96.00;43;0;921.40;0.94;0.00;56.41;DEFAULT_VEHTYPE;;2;16.00
2237.00;39368999#0_1;259.89;17.71;2151.00;0.62;-39368999#0_0;5.10;27.28;tripinfo_285 fcd_285;86.00;285;0;596.38;0.98;0.00;62.44;DEFAULT_VEHTYPE;;2;44.00
2237.00;695490087#1_2;110.06;23.93;2188.00;0.37;-39368999#0_0;5.10;32.29;tripinfo_217 fcd_217;49.00;217;0;444.49;1.16;0.00;33.64;DEFAULT_VEHTYPE;;1;7.00
2239.00;695490087#1_2;110.06;23.38;2196.00;0.58;-39368999#0_0;5.10;32.73;tripinfo_203 fcd_203;43.00;203;0;444.49;1.18;0.00;28.10;DEFAULT_VEHTYPE;;2;2.00
2241.00;695446623#1_0;50.37;17.86;2230.00;0.11;695446624#0_0;5.10;13.71;tripinfo_558 fcd_558;11.00;558;0;101.36;0.92;0.00;5.83;DEFAULT_VEHTYPE;;0;0.00
2242.00;695490087#1_2;110.06;24.44;2170.00;0.25;695504114#1_0;5.10;26.22;tripinfo_34 fcd_34;72.00;34;0;921.40;0.94;0.00;33.06;DEFAULT_VEHTYPE;;0;0.00
2243.00;695446623#1_1;50.37;16.83;2230.00;0.71;-695446623#1_0;5.10;20.87;tripinfo_792 fcd_792;13.00;792;0;128.50;1.07;0.00;7.02;DEFAULT_VEHTYPE;;0;0.00
2249.00;695446623#1_1;50.37;16.66;2235.00;0.60;-695446623#1_0;5.10;20.87;tripinfo_777 fcd_777;14.00;777;0;128.50;0.96;0.00;7.95;DEFAULT_VEHTYPE;;0;0.00
2251.00;39368999#0_1;259.89;25.06;2204.00;0.02;-39368999#0_0;5.10;25.76;tripinfo_254 fcd_254;47.00;254;0;596.38;0.93;0.00;22.13;DEFAULT_VEHTYPE;;0;0.00
2274.00;39368999#0_0;259.89;12.47;2234.00;0.32;695446624#0_0;5.10;12.84;tripinfo_482 fcd_482;40.00;482;0;350.89;0.93;0.00;24.71;DEFAULT_VEHTYPE;;1;13.00
2275.00;695504114#4_0;49.75;16.54;2254.00;0.52;-39368999#0_0;5.10;28.08;tripinfo_303 fcd_303;21.00;303;0;361.63;1.01;0.00;6.46;DEFAULT_VEHTYPE;;0;0.00
2293.00;39368999#0_0;259.89;10.96;2271.00;0.77;695446624#0_0;5.10;13.71;tripinfo_486 fcd_486;22.00;486;0;350.89;1.12;0.00;9.63;DEFAULT_VEHTYPE;;0;0.00
2301.00;695504114#4_0;49.75;17.72;2221.00;0.98;695446624#0_0;5.10;13.71;tripinfo_523 fcd_523;80.00;523;0;722.30;1.24;0.00;55.66;DEFAULT_VEHTYPE;;1;24.00
2304.00;695446623#1_0;50.37;22.98;2286.00;0.67;-39368999#0_0;5.10;29.98;tripinfo_360 fcd_360;18.00;360;0;387.41;1.08;0.00;4.73;DEFAULT_VEHTYPE;;0;0.00
2309.00;695504114#4_2;49.75;17.86;2248.00;0.02;-695446623#1_0;5.10;20.87;tripinfo_701 fcd_701;61.00;701;0;142.02;1.02;0.00;54.16;DEFAULT_VEHTYPE;;2;41.00
2310.00;39368999#0_0;259.89;15.26;2276.00;0.32;695446624#0_0;5.10;13.71;tripinfo_480 fcd_480;34.00;480;0;350.89;1.01;0.00;19.65;DEFAULT_VEHTYPE;;1;7.00
2311.00;695490087#1_2;110.06;21.43;2199.00;0.18;695504114#1_0;5.10;30.72;tripinfo_46 fcd_46;112.00;46;0;921.40;1.11;0.00;79.31;DEFAULT_VEHTYPE;;3;43.00
2313.00;695490087#1_2;110.06;23.26;2240.00;0.46;695504114#1_0;5.10;30.84;tripinfo_20 fcd_20;73.00;20;0;921.40;1.11;0.00;39.60;DEFAULT_VEHTYPE;;1;6.00
2315.00;695490087#1_2;110.06;27.24;2278.00;0.86;-39368999#0_0;5.10;30.37;tripinfo_247 fcd_247;37.00;247;0;444.49;1.09;0.00;20.30;DEFAULT_VEHTYPE;;1;4.00
2317.00;39368999#0_0;259.89;18.50;2255.00;0.56;-695446623#1_0;5.10;19.18;tripinfo_664 fcd_664;62.00;664;0;387.69;0.69;0.00;41.48;DEFAULT_VEHTYPE;;1;32.00
2319.00;695446623#1_0;50.37;21.30;2299.00;0.86;-39368999#0_0;5.10;25.38;tripinfo_366 fcd_366;20.00;366;0;387.41;0.91;0.00;4.52;DEFAULT_VEHTYPE;;0;0.00
2323.00;695490087#1_2;110.06;23.53;2265.00;0.60;695504114#1_0;5.10;29.07;tripinfo_38 fcd_38;58.00;38;0;921.40;1.05;0.00;21.79;DEFAULT_VEHTYPE;;0;0.00
