tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
594.00;695504114#4_0;49.75;17.67;574.00;0.57;-39368999#0_0;5.10;29.68;tripinfo_336 fcd_336;20.00;336;0;361.63;1.07;0.00;5.94;DEFAULT_VEHTYPE;;0;0.00
597.00;695490087#1_2;110.06;23.92;561.00;0.90;-39368999#0_0;5.10;28.68;tripinfo_241 fcd_241;36.00;241;0;444.49;1.03;0.00;18.98;DEFAULT_VEHTYPE;;1;8.00
597.00;695504114#4_2;49.75;15.54;561.00;0.89;-695446623#1_1;5.10;19.17;tripinfo_729 fcd_729;36.00;729;0;142.02;0.82;0.00;27.53;DEFAULT_VEHTYPE;;1;19.00
599.00;695504114#4_2;49.75;18.37;560.00;0.07;-695446623#1_0;5.10;20.87;tripinfo_723 fcd_723;39.00;723;0;142.02;1.15;0.00;33.13;DEFAULT_VEHTYPE;;2;24.00
603.00;695490087#1_0;110.06;24.85;570.00;0.10;-695446623#1_0;5.10;19.05;tripinfo_641 fcd_641;33.00;641;0;196.03;1.03;0.00;24.60;DEFAULT_VEHTYPE;;2;12.00
605.00;39368999#0_1;259.89;30.77;562.00;0.05;-39368999#0_0;5.10;31.07;tripinfo_252 fcd_252;43.00;252;0;596.38;1.12;0.00;23.14;DEFAULT_VEHTYPE;;1;8.00
607.00;695490087#1_0;110.06;22.01;592.00;0.65;-695446623#1_0;5.10;19.10;tripinfo_633 fcd_633;15.00;633;0;196.03;1.01;0.00;7.04;DEFAULT_VEHTYPE;;0;0.00
608.00;695504114#4_0;49.75;17.52;559.00;0.33;695446624#0_0;5.10;13.71;tripinfo_538 fcd_538;49.00;538;0;722.30;1.06;0.00;20.94;DEFAULT_VEHTYPE;;0;0.00
609.00;39368999#0_1;259.89;28.12;575.00;0.73;-39368999#0_1;5.10;28.82;tripinfo_250 fcd_250;34.00;250;0;596.38;1.04;0.00;11.83;DEFAULT_VEHTYPE;;0;0.00
612.00;39368999#0_0;259.89;33.26;588.00;0.09;695504114#1_0;5.10;34.06;tripinfo_61 fcd_61;24.00;61;0;467.13;1.23;0.00;9.18;DEFAULT_VEHTYPE;;0;0.00
628.00;695490087#1_0;110.06;24.33;613.00;0.93;-695446623#1_0;5.10;26.09;tripinfo_618 fcd_618;15.00;618;0;196.03;1.02;0.00;5.74;DEFAULT_VEHTYPE;;0;0.00
638.00;695504114#4_1;49.75;17.85;593.00;0.90;695504114#1_1;5.10;31.10;tripinfo_143 fcd_143;45.00;143;0;239.51;1.12;0.00;36.96;DEFAULT_VEHTYPE;;1;25.00
639.00;695446623#1_1;50.37;19.44;575.00;0.85;695504114#1_0;5.10;26.66;tripinfo_176 fcd_176;64.00;176;0;248.31;0.96;0.00;52.77;DEFAULT_VEHTYPE;;1;43.00
647.00;39368999#0_0;259.89;26.92;618.00;0.43;695504114#1_0;5.10;27.89;tripinfo_77 fcd_77;29.00;77;0;467.13;1.00;0.00;11.43;DEFAULT_VEHTYPE;;1;1.00
652.00;39368999#0_1;259.89;25.60;625.00;0.25;695446624#0_0;5.10;13.71;tripinfo_492 fcd_492;27.00;492;0;350.89;0.95;0.00;11.36;DEFAULT_VEHTYPE;;0;0.00
658.00;695446623#1_0;50.37;18.07;648.00;0.55;695446624#0_0;5.10;19.78;tripinfo_568 fcd_568;10.00;568;0;101.36;0.97;0.00;5.01;DEFAULT_VEHTYPE;;0;0.00
665.00;39368999#0_1;259.89;24.95;644.00;0.80;695446624#0_0;5.10;13.71;tripinfo_475 fcd_475;21.00;475;0;350.89;1.00;0.00;6.36;DEFAULT_VEHTYPE;;0;0.00
684.00;695446623#1_0;50.37;20.79;636.00;0.82;-39368999#0_0;5.10;32.34;tripinfo_394 fcd_394;48.00;394;0;387.41;1.16;0.00;35.38;DEFAULT_VEHTYPE;;1;24.00
684.00;39368999#0_1;259.89;27.00;663.00;0.39;695446624#0_0;5.10;13.71;tripinfo_467 fcd_467;21.00;467;0;350.89;1.00;0.00;6.12;DEFAULT_VEHTYPE;;0;0.00
687.00;695504114#4_0;49.75;16.23;637.00;0.74;695446624#0_0;5.10;13.71;tripinfo_529 fcd_529;50.00;529;0;722.30;0.94;0.00;18.69;DEFAULT_VEHTYPE;;0;0.00
690.00;695504114#4_2;49.75;17.53;630.00;0.94;-695446623#1_0;5.10;20.87;tripinfo_734 fcd_734;60.00;734;0;142.02;1.11;0.00;53.89;DEFAULT_VEHTYPE;;2;40.00
693.00;695446623#1_1;50.37;15.05;638.00;0.40;-695446623#1_0;5.10;20.87;tripinfo_770 fcd_770;55.00;770;0;128.50;1.13;0.00;50.39;DEFAULT_VEHTYPE;;2;40.00
694.00;39368999#0_0;259.89;29.63;670.00;0.45;695504114#1_0;5.10;29.97;tripinfo_84 fcd_84;24.00;84;0;467.13;1.08;0.00;7.27;DEFAULT_VEHTYPE;;0;0.00
697.00;39368999#0_1;259.89;28.99;664.00;0.54;-39368999#0_0;5.10;29.76;tripinfo_296 fcd_296;33.00;296;0;596.38;1.07;0.00;11.14;DEFAULT_VEHTYPE;;0;0.00
697.00;695504114#4_0;49.75;15.76;676.00;0.39;-39368999#0_0;5.10;24.41;tripinfo_332 fcd_332;21.00;332;0;361.63;0.88;0.00;5.48;DEFAULT_VEHTYPE;;0;0.00
700.00;695504114#4_2;49.75;17.20;638.00;0.10;-695446623#1_1;5.10;19.17;tripinfo_737 fcd_737;62.00;737;0;142.02;0.73;0.00;52.64;DEFAULT_VEHTYPE;;3;41.00
702.00;695504114#4_2;49.75;18.72;640.00;0.38;-695446623#1_1;5.10;17.19;tripinfo_731 fcd_731;62.00;731;0;142.02;0.89;0.00;54.34;DEFAULT_VEHTYPE;;4;40.00
703.00;695446623#1_1;50.37;16.43;640.00;0.56;-695446623#1_0;5.10;19.00;tripinfo_761 fcd_761;63.00;761;0;128.50;1.14;0.00;58.02;DEFAULT_VEHTYPE;;4;43.00
704.00;39368999#0_0;259.89;15.12;666.00;0.23;-39368999#0_0;5.10;13.34;tripinfo_293 fcd_293;38.00;293;0;596.38;1.06;0.00;16.72;DEFAULT_VEHTYPE;;0;0.00
706.00;39368999#0_1;259.89;29.16;667.00;0.03;-39368999#0_0;5.10;17.64;tripinfo_277 fcd_277;39.00;277;0;596.38;1.12;0.00;17.73;DEFAULT_VEHTYPE;;0;0.00
709.00;695504114#4_2;49.75;17.52;649.00;0.10;-695446623#1_0;5.10;16.75;tripinfo_713 fcd_713;60.00;713;0;142.02;1.04;0.00;53.18;DEFAULT_VEHTYPE;;6;35.00
712.00;695504114#4_2;49.75;18.18;689.00;0.88;-695446623#1_1;5.10;11.92;tripinfo_727 fcd_727;23.00;727;0;142.02;0.99;0.00;16.75;DEFAULT_VEHTYPE;;1;4.00
714.00;39368999#0_0;259.89;30.61;689.00;0.52;695504114#1_0;5.10;31.31;tripinfo_91 fcd_91;25.00;91;0;467.13;1.13;0.00;8.65;DEFAULT_VEHTYPE;;0;0.00
715.00;39368999#0_1;259.89;25.99;661.00;0.60;-695446623#1_1;5.10;15.71;tripinfo_670 fcd_670;54.00;670;0;387.69;0.96;0.00;39.29;DEFAULT_VEHTYPE;;5;20.00
715.00;695490087#1_0;110.06;23.21;669.00;0.20;-695446623#1_1;5.10;13.84;tripinfo_638 fcd_638;46.00;638;0;196.03;1.18;0.00;39.02;DEFAULT_VEHTYPE;;3;24.00
718.00;39368999#0_0;259.89;25.04;674.00;0.58;-695446623#1_0;5.10;12.09;tripinfo_688 fcd_688;44.00;688;0;387.69;0.91;0.00;28.13;DEFAULT_VEHTYPE;;2;6.00
721.00;39368999#0_1;259.89;25.25;664.00;0.31;-695446623#1_0;5.10;14.32;tripinfo_686 fcd_686;57.00;686;0;387.69;0.93;0.00;40.98;DEFAULT_VEHTYPE;;4;16.00
721.00;695504114#4_0;49.75;17.14;701.00;0.71;-39368999#0_0;5.10;27.90;tripinfo_309 fcd_309;20.00;309;0;361.63;1.00;0.00;5.21;DEFAULT_VEHTYPE;;0;0.00
728.00;695504114#4_0;49.75;17.83;698.00;0.21;695504114#1_0;5.10;29.22;tripinfo_117 fcd_117;30.00;117;0;239.51;1.05;0.00;21.78;DEFAULT_VEHTYPE;;1;11.00
733.00;695490087#1_0;110.06;29.58;727.00;0.80;695446624#0_0;5.10;30.19;tripinfo_429 fcd_429;6.00;429;0;176.33;1.09;0.00;0.12;DEFAULT_VEHTYPE;;0;0.00
735.00;695490087#1_1;110.06;24.44;727.00;0.35;695446624#0_1;5.10;24.90;tripinfo_416 fcd_416;8.00;416;0;176.33;0.90;0.00;0.55;DEFAULT_VEHTYPE;;0;0.00
742.00;39368999#0_1;259.89;29.09;688.00;0.21;695446624#0_0;5.10;13.71;tripinfo_472 fcd_472;54.00;472;0;350.89;1.08;0.00;40.40;DEFAULT_VEHTYPE;;2;28.00
743.00;695446623#1_0;50.37;16.09;732.00;0.76;695446624#0_0;5.10;19.30;tripinfo_598 fcd_598;11.00;598;0;101.36;0.89;0.00;5.15;DEFAULT_VEHTYPE;;0;0.00
755.00;39368999#0_0;259.89;14.71;699.00;0.68;695446624#0_0;5.10;13.71;tripinfo_456 fcd_456;56.00;456;0;350.89;0.91;0.00;40.16;DEFAULT_VEHTYPE;;3;23.00
758.00;695446623#1_1;50.37;17.87;742.00;0.04;695504114#1_0;5.10;30.27;tripinfo_173 fcd_173;16.00;173;0;248.31;1.09;0.00;6.27;DEFAULT_VEHTYPE;;0;0.00
765.00;39368999#0_1;259.89;28.01;745.00;0.54;695446624#0_0;5.10;13.71;tripinfo_493 fcd_493;20.00;493;0;350.89;1.03;0.00;6.06;DEFAULT_VEHTYPE;;0;0.00
773.00;695504114#4_0;49.75;16.84;745.00;0.38;-39368999#0_0;5.10;30.10;tripinfo_334 fcd_334;28.00;334;0;361.63;1.08;0.00;14.99;DEFAULT_VEHTYPE;;1;5.00
779.00;695490087#1_0;110.06;24.50;741.00;0.11;-695446623#1_0;5.10;19.17;tripinfo_601 fcd_601;38.00;601;0;196.03;0.92;0.00;28.17;DEFAULT_VEHTYPE;;1;16.00
780.00;695446623#1_1;50.37;15.85;765.00;0.63;-695446623#1_0;5.10;17.59;tripinfo_757 fcd_757;15.00;757;0;128.50;0.94;0.00;9.05;DEFAULT_VEHTYPE;;0;0.00
782.00;695490087#1_2;110.06;22.19;675.00;0.58;695504114#1_1;5.10;31.73;tripinfo_15 fcd_15;107.00;15;0;921.40;1.14;0.00;75.28;DEFAULT_VEHTYPE;;2;42.00
784.00;695490087#1_2;110.06;24.35;710.00;0.56;-39368999#0_0;5.10;28.60;tripinfo_209 fcd_209;74.00;209;0;444.49;1.03;0.00;56.89;DEFAULT_VEHTYPE;;1;39.00
784.00;39368999#0_0;259.89;18.49;714.00;0.00;-695446623#1_0;5.10;20.87;tripinfo_699 fcd_699;70.00;699;0;387.69;0.98;0.00;55.71;DEFAULT_VEHTYPE;;1;44.00
784.00;695504114#4_0;49.75;15.10;764.00;0.92;-39368999#0_0;5.10;28.60;tripinfo_325 fcd_325;20.00;325;0;361.63;1.03;0.00;6.60;DEFAULT_VEHTYPE;;0;0.00
785.00;39368999#0_0;259.89;17.52;737.00;0.06;-695446623#1_0;5.10;19.17;tripinfo_658 fcd_658;48.00;658;0;387.69;0.96;0.00;32.86;DEFAULT_VEHTYPE;;1;21.00
786.00;695490087#1_2;110.06;24.09;736.00;0.89;-39368999#0_0;5.10;31.73;tripinfo_229 fcd_229;50.00;229;0;444.49;1.14;0.00;34.30;DEFAULT_VEHTYPE;;1;17.00
786.00;39368999#0_1;259.89;16.83;765.00;0.15;-695446623#1_1;5.10;19.58;tripinfo_663 fcd_663;21.00;663;0;387.69;0.92;0.00;5.70;DEFAULT_VEHTYPE;;0;0.00
787.00;695504114#4_2;49.75;15.44;767.00;0.28;-695446623#1_0;5.10;15.22;tripinfo_708 fcd_708;20.00;708;0;142.02;1.08;0.00;13.60;DEFAULT_VEHTYPE;;0;0.00
790.00;695490087#1_2;110.06;25.66;725.00;0.05;695504114#1_0;5.10;26.12;tripinfo_17 fcd_17;65.00;17;0;921.40;0.94;0.00;25.59;DEFAULT_VEHTYPE;;0;0.00
810.00;695490087#1_2;110.06;23.99;755.00;0.31;695504114#1_0;5.10;29.57;tripinfo_3 fcd_3;55.00;3;0;921.40;1.06;0.00;21.34;DEFAULT_VEHTYPE;;0;0.00
810.00;39368999#0_0;259.89;26.25;783.00;0.02;695504114#1_0;5.10;26.99;tripinfo_60 fcd_60;27.00;60;0;467.13;0.97;0.00;7.91;DEFAULT_VEHTYPE;;0;0.00
818.00;695504114#4_1;49.75;18.61;768.00;0.11;695504114#1_1;5.10;24.76;tripinfo_128 fcd_128;50.00;128;0;239.51;0.89;0.00;39.71;DEFAULT_VEHTYPE;;1;31.00
818.00;695504114#4_2;49.75;17.32;788.00;0.92;695504114#1_1;5.10;26.98;tripinfo_107 fcd_107;30.00;107;0;239.51;0.97;0.00;20.87;DEFAULT_VEHTYPE;;1;9.00
820.00;695504114#4_0;49.75;24.87;810.00;0.67;695504114#1_0;5.10;25.78;tripinfo_113 fcd_113;10.00;113;0;239.51;0.93;0.00;0.29;DEFAULT_VEHTYPE;;0;0.00
821.00;695490087#1_0;110.06;24.86;762.00;0.77;695446624#0_0;5.10;13.71;tripinfo_414 fcd_414;59.00;414;0;176.33;1.03;0.00;52.49;DEFAULT_VEHTYPE;;1;43.00
821.00;695446623#1_0;50.37;14.45;801.00;0.16;695446624#0_0;5.10;10.95;tripinfo_555 fcd_555;20.00;555;0;101.36;0.90;0.00;14.59;DEFAULT_VEHTYPE;;1;5.00
861.00;39368999#0_1;259.89;28.69;841.00;0.04;695446624#0_0;5.10;13.71;tripinfo_471 fcd_471;20.00;471;0;350.89;1.06;0.00;6.06;DEFAULT_VEHTYPE;;0;0.00
863.00;695504114#4_0;49.75;16.89;838.00;0.70;-39368999#0_0;5.10;28.61;tripinfo_312 fcd_312;25.00;312;0;361.63;1.03;0.00;11.26;DEFAULT_VEHTYPE;;1;1.00
866.00;695504114#4_0;49.75;16.19;756.00;0.08;695446624#0_0;5.10;13.71;tripinfo_545 fcd_545;110.00;545;0;722.30;1.10;0.00;82.81;DEFAULT_VEHTYPE;;2;55.00
868.00;695504114#4_0;49.75;16.62;816.00;0.48;695446624#0_0;5.10;13.71;tripinfo_517 fcd_517;52.00;517;0;722.30;1.10;0.00;25.11;DEFAULT_VEHTYPE;;0;0.00
869.00;695490087#1_0;110.06;22.40;835.00;0.03;-695446623#1_0;5.10;19.04;tripinfo_637 fcd_637;34.00;637;0;196.03;0.84;0.00;24.15;DEFAULT_VEHTYPE;;1;13.00
871.00;695446623#1_0;50.37;19.00;846.00;0.54;-39368999#0_0;5.10;23.41;tripinfo_376 fcd_376;25.00;376;0;387.41;0.95;0.00;10.25;DEFAULT_VEHTYPE;;0;0.00
871.00;695490087#1_0;110.06;23.23;847.00;0.39;-695446623#1_0;5.10;17.59;tripinfo_629 fcd_629;24.00;629;0;196.03;1.04;0.00;16.00;DEFAULT_VEHTYPE;;1;5.00
877.00;695490087#1_2;110.06;22.81;765.00;0.72;695504114#1_0;5.10;30.06;tripinfo_14 fcd_14;112.00;14;0;921.40;1.08;0.00;78.32;DEFAULT_VEHTYPE;;2;44.00
877.00;695446623#1_0;50.37;22.59;860.00;0.03;-39368999#0_0;5.10;30.80;tripinfo_374 fcd_374;17.00;374;0;387.41;1.11;0.00;4.21;DEFAULT_VEHTYPE;;0;0.00
880.00;39368999#0_1;259.89;5.01;830.00;0.77;-695446623#1_0;5.10;20.87;tripinfo_697 fcd_697;50.00;697;0;387.69;1.00;0.00;35.88;DEFAULT_VEHTYPE;;1;18.00
881.00;695490087#1_2;110.06;23.71;847.00;0.88;-39368999#0_1;5.10;15.49;tripinfo_220 fcd_220;34.00;220;0;444.49;0.87;0.00;13.40;DEFAULT_VEHTYPE;;0;0.00
881.00;39368999#0_0;259.89;20.42;861.00;0.32;-695446623#1_0;5.10;19.74;tripinfo_675 fcd_675;20.00;675;0;387.69;1.07;0.00;6.49;DEFAULT_VEHTYPE;;0;0.00
882.00;39368999#0_0;259.89;9.64;818.00;0.39;-39368999#0_0;5.10;29.66;tripinfo_256 fcd_256;64.00;256;0;596.38;1.07;0.00;42.45;DEFAULT_VEHTYPE;;2;23.00
882.00;695504114#4_0;49.75;16.93;862.00;0.77;-39368999#0_1;5.10;28.39;tripinfo_308 fcd_308;20.00;308;0;361.63;1.02;0.00;6.33;DEFAULT_VEHTYPE;;0;0.00
884.00;39368999#0_1;259.89;23.25;841.00;2.88;-39368999#0_0;5.10;24.25;tripinfo_276 fcd_276;43.00;276;0;596.38;0.87;0.00;16.90;DEFAULT_VEHTYPE;;0;0.00
889.00;695446623#1_0;50.37;23.11;871.00;0.03;-39368999#0_0;5.10;26.73;tripinfo_382 fcd_382;18.00;382;0;387.41;0.96;0.00;3.13;DEFAULT_VEHTYPE;;0;0.00
894.00;695446623#1_0;50.37;18.62;883.00;0.90;695446624#0_0;5.10;13.71;tripinfo_595 fcd_595;11.00;595;0;101.36;1.04;0.00;6.12;DEFAULT_VEHTYPE;;0;0.00
902.00;39368999#0_1;259.89;26.39;870.00;0.27;-39368999#0_1;5.10;26.98;tripinfo_272 fcd_272;32.00;272;0;596.38;0.97;0.00;8.20;DEFAULT_VEHTYPE;;0;0.00
908.00;695504114#4_1;49.75;18.21;874.00;0.95;695504114#1_1;5.10;27.35;tripinfo_134 fcd_134;34.00;134;0;239.51;0.98;0.00;24.82;DEFAULT_VEHTYPE;;1;16.00
909.00;695504114#4_0;49.75;17.00;888.00;0.06;-39368999#0_0;5.10;30.61;tripinfo_337 fcd_337;21.00;337;0;361.63;1.10;0.00;7.39;DEFAULT_VEHTYPE;;0;0.00
910.00;695446623#1_1;50.37;19.53;874.00;0.10;695504114#1_2;5.10;30.69;tripinfo_170 fcd_170;36.00;170;0;248.31;1.10;0.00;26.12;DEFAULT_VEHTYPE;;1;15.00
914.00;695446623#1_1;50.37;16.80;897.00;0.39;695504114#1_0;5.10;23.12;tripinfo_150 fcd_150;17.00;150;0;248.31;0.83;0.00;4.16;DEFAULT_VEHTYPE;;0;0.00
921.00;39368999#0_1;259.89;29.92;899.00;0.02;695446624#0_0;5.10;13.71;tripinfo_469 fcd_469;22.00;469;0;350.89;1.09;0.00;8.75;DEFAULT_VEHTYPE;;0;0.00
923.00;39368999#0_1;259.89;26.11;903.00;0.99;695446624#0_0;5.10;13.71;tripinfo_487 fcd_487;20.00;487;0;350.89;0.97;0.00;5.59;DEFAULT_VEHTYPE;;0;0.00
925.00;695490087#1_0;110.06;21.64;910.00;0.16;-695446623#1_0;5.10;20.87;tripinfo_610 fcd_610;15.00;610;0;196.03;1.07;0.00;6.96;DEFAULT_VEHTYPE;;0;0.00
929.00;695446623#1_1;50.37;19.98;914.00;0.47;695504114#1_1;5.10;31.89;tripinfo_171 fcd_171;15.00;171;0;248.31;1.15;0.00;5.34;DEFAULT_VEHTYPE;;0;0.00
956.00;695504114#4_0;49.75;17.24;905.00;0.14;695446624#0_0;5.10;13.71;tripinfo_532 fcd_532;51.00;532;0;722.30;1.07;0.00;23.81;DEFAULT_VEHTYPE;;0;0.00
958.00;695490087#1_2;110.06;22.72;843.00;0.48;695504114#1_0;5.10;22.99;tripinfo_24 fcd_24;115.00;24;0;921.40;0.83;0.00;70.75;DEFAULT_VEHTYPE;;2;46.00
960.00;39368999#0_1;259.89;6.53;929.00;0.11;695446624#0_0;5.10;13.71;tripinfo_491 fcd_491;31.00;491;0;350.89;1.06;0.00;17.65;DEFAULT_VEHTYPE;;1;3.00
961.00;695446623#1_0;50.37;25.19;942.00;0.40;-39368999#0_0;5.10;26.92;tripinfo_389 fcd_389;19.00;389;0;387.41;0.97;0.00;3.83;DEFAULT_VEHTYPE;;0;0.00
964.00;695490087#1_2;110.06;25.96;870.00;0.40;695504114#1_0;5.10;27.87;tripinfo_16 fcd_16;94.00;16;0;921.40;1.00;0.00;57.26;DEFAULT_VEHTYPE;;1;25.00
966.00;39368999#0_1;259.89;26.97;885.00;0.12;-39368999#0_0;5.10;27.86;tripinfo_292 fcd_292;81.00;292;0;596.38;1.00;0.00;58.48;DEFAULT_VEHTYPE;;1;45.00
966.00;695446623#1_0;50.37;17.86;954.00;0.75;695446624#0_0;5.10;13.71;tripinfo_580 fcd_580;12.00;580;0;101.36;0.99;0.00;7.42;DEFAULT_VEHTYPE;;0;0.00
967.00;39368999#0_0;259.89;29.44;950.00;0.84;-695446623#1_0;5.10;20.87;tripinfo_676 fcd_676;17.00;676;0;387.69;1.11;0.00;4.38;DEFAULT_VEHTYPE;;0;0.00
969.00;695490087#1_2;110.06;23.39;938.00;0.42;-39368999#0_0;5.10;28.20;tripinfo_212 fcd_212;31.00;212;0;444.49;1.02;0.00;13.66;DEFAULT_VEHTYPE;;0;0.00
969.00;695446623#1_0;50.37;18.88;956.00;0.18;695446624#0_1;5.10;13.71;tripinfo_587 fcd_587;13.00;587;0;101.36;0.97;0.00;7.72;DEFAULT_VEHTYPE;;0;0.00
971.00;695446623#1_0;50.37;24.37;954.00;0.26;-39368999#0_0;5.10;28.91;tripinfo_372 fcd_372;17.00;372;0;387.41;1.04;0.00;3.45;DEFAULT_VEHTYPE;;0;0.00
972.00;695490087#1_2;110.06;25.53;913.00;0.98;695504114#1_0;5.10;27.67;tripinfo_12 fcd_12;59.00;12;0;921.40;1.00;0.00;22.39;DEFAULT_VEHTYPE;;0;0.00
973.00;39368999#0_1;259.89;24.09;911.00;0.05;-39368999#0_0;5.10;25.29;tripinfo_267 fcd_267;62.00;267;0;596.38;0.91;0.00;37.63;DEFAULT_VEHTYPE;;1;21.00
975.00;695504114#4_0;49.75;16.07;955.00;0.84;-39368999#0_0;5.10;27.42;tripinfo_328 fcd_328;20.00;328;0;361.63;1.14;0.00;7.65;DEFAULT_VEHTYPE;;0;0.00
977.00;695446623#1_0;50.37;18.51;966.00;0.32;695446624#0_0;5.10;13.71;tripinfo_550 fcd_550;11.00;550;0;101.36;0.96;0.00;5.82;DEFAULT_VEHTYPE;;0;0.00
981.00;695490087#1_0;110.06;21.55;966.00;0.65;-695446623#1_0;5.10;25.31;tripinfo_623 fcd_623;15.00;623;0;196.03;0.91;0.00;6.38;DEFAULT_VEHTYPE;;0;0.00
982.00;39368999#0_0;259.89;30.75;958.00;0.75;695504114#1_0;5.10;32.00;tripinfo_86 fcd_86;24.00;86;0;467.13;1.15;0.00;8.28;DEFAULT_VEHTYPE;;0;0.00
982.00;695504114#4_2;49.75;17.84;970.00;0.88;-695446623#1_0;5.10;20.03;tripinfo_703 fcd_703;12.00;703;0;142.02;1.04;0.00;4.84;DEFAULT_VEHTYPE;;0;0.00
985.00;39368999#0_1;259.89;30.27;950.00;0.82;-39368999#0_0;5.10;30.33;tripinfo_265 fcd_265;35.00;265;0;596.38;1.09;0.00;13.45;DEFAULT_VEHTYPE;;1;1.00
989.00;695490087#1_2;110.06;22.43;928.00;0.09;695504114#1_0;5.10;23.22;tripinfo_40 fcd_40;61.00;40;0;921.40;0.84;0.00;17.45;DEFAULT_VEHTYPE;;0;0.00
1001.00;695490087#1_0;110.06;23.31;972.00;0.97;695446624#0_0;5.10;13.71;tripinfo_434 fcd_434;29.00;434;0;176.33;0.88;0.00;21.33;DEFAULT_VEHTYPE;;1;11.00
1020.00;695504114#4_2;49.75;27.54;1011.00;0.70;695504114#1_1;5.10;28.08;tripinfo_145 fcd_145;9.00;145;0;239.51;1.01;0.00;0.18;DEFAULT_VEHTYPE;;0;0.00
1026.00;695446623#1_1;50.37;19.29;1011.00;0.95;695504114#1_0;5.10;28.45;tripinfo_157 fcd_157;15.00;157;0;248.31;1.02;0.00;4.80;DEFAULT_VEHTYPE;;0;0.00
1035.00;39368999#0_1;259.89;26.87;1011.00;0.06;695446624#0_0;5.10;13.71;tripinfo_499 fcd_499;24.00;499;0;350.89;0.97;0.00;8.62;DEFAULT_VEHTYPE;;0;0.00
1044.00;695504114#4_0;49.75;16.64;947.00;0.69;695446624#0_0;5.10;13.71;tripinfo_533 fcd_533;97.00;533;0;722.30;1.24;0.00;73.05;DEFAULT_VEHTYPE;;2;42.00
1044.00;695446623#1_1;50.37;15.29;997.00;0.32;-695446623#1_0;5.10;20.87;tripinfo_799 fcd_799;47.00;799;0;128.50;1.13;0.00;41.54;DEFAULT_VEHTYPE;;1;31.00
1044.00;695446623#1_0;50.37;13.82;1003.00;0.38;-39368999#0_0;5.10;28.14;tripinfo_363 fcd_363;41.00;363;0;387.41;1.01;0.00;27.17;DEFAULT_VEHTYPE;;1;17.00
1047.00;695490087#1_2;110.06;24.07;973.00;0.97;695504114#1_0;5.10;30.43;tripinfo_29 fcd_29;74.00;29;0;921.40;1.10;0.00;40.90;DEFAULT_VEHTYPE;;1;13.00
1047.00;695446623#1_1;50.37;17.59;1001.00;0.68;-695446623#1_0;5.10;20.87;tripinfo_767 fcd_767;46.00;767;0;128.50;0.95;0.00;39.89;DEFAULT_VEHTYPE;;1;30.00
1049.00;695446623#1_0;50.37;23.14;1033.00;0.12;-39368999#0_0;5.10;31.66;tripinfo_379 fcd_379;16.00;379;0;387.41;1.14;0.00;3.12;DEFAULT_VEHTYPE;;0;0.00
1053.00;695504114#4_2;49.75;17.81;1010.00;0.30;-695446623#1_0;5.10;18.13;tripinfo_702 fcd_702;43.00;702;0;142.02;0.99;0.00;35.84;DEFAULT_VEHTYPE;;1;21.00
1057.00;39368999#0_1;259.89;26.49;1007.00;0.30;-39368999#0_0;5.10;26.94;tripinfo_278 fcd_278;50.00;278;0;596.38;0.97;0.00;26.33;DEFAULT_VEHTYPE;;1;13.00
1066.00;695490087#1_0;110.06;24.90;1051.00;0.18;-695446623#1_0;5.10;26.09;tripinfo_603 fcd_603;15.00;603;0;196.03;0.99;0.00;5.36;DEFAULT_VEHTYPE;;0;0.00
1071.00;695446623#1_0;50.37;26.58;1056.00;0.94;-39368999#0_0;5.10;27.21;tripinfo_357 fcd_357;15.00;357;0;387.41;0.98;0.00;0.42;DEFAULT_VEHTYPE;;0;0.00
1081.00;695504114#4_2;49.75;16.55;1070.00;0.95;-695446623#1_0;5.10;20.87;tripinfo_738 fcd_738;11.00;738;0;142.02;0.96;0.00;3.78;DEFAULT_VEHTYPE;;0;0.00
1086.00;695490087#1_0;110.06;23.38;1073.00;0.72;-695446623#1_0;5.10;26.73;tripinfo_640 fcd_640;13.00;640;0;196.03;1.30;0.00;6.66;DEFAULT_VEHTYPE;;0;0.00
1088.00;695504114#4_0;49.75;18.03;1026.00;0.24;695504114#1_0;5.10;28.91;tripinfo_140 fcd_140;62.00;140;0;239.51;1.04;0.00;53.27;DEFAULT_VEHTYPE;;1;42.00
1091.00;695446623#1_1;50.37;18.21;1067.00;0.61;695504114#1_1;5.10;19.69;tripinfo_169 fcd_169;24.00;169;0;248.31;0.71;0.00;8.56;DEFAULT_VEHTYPE;;0;0.00
1100.00;39368999#0_0;259.89;30.61;1035.00;0.46;695504114#1_0;5.10;30.89;tripinfo_54 fcd_54;65.00;54;0;467.13;1.11;0.00;47.94;DEFAULT_VEHTYPE;;1;35.00
1119.00;39368999#0_0;259.89;11.97;1074.00;0.62;695446624#0_0;5.10;13.71;tripinfo_495 fcd_495;45.00;495;0;350.89;1.01;0.00;31.13;DEFAULT_VEHTYPE;;2;15.00
